"dataset_id","dataset","id","x","y","point_order"
"photo_T_709","photo","T_709",0.03320227,1.5,1
"photo_T_709","photo","T_709",0.06827754,1.5,2
"photo_T_709","photo","T_709",0.1033528,1.5,3
"photo_T_709","photo","T_709",0.1384281,1.5,4
"photo_T_709","photo","T_709",0.1735033,1.5,5
"photo_T_709","photo","T_709",0.2085786,1.5,6
"photo_T_709","photo","T_709",0.2436539,1.5,7
"photo_T_709","photo","T_709",0.2787292,1.5,8
"photo_T_709","photo","T_709",0.3138044,1.5,9
"photo_T_709","photo","T_709",0.3488797,1.5,10
"photo_T_709","photo","T_709",0.383955,1.5,11
"photo_T_709","photo","T_709",0.3810222,1.468805,12
"photo_T_709","photo","T_709",0.3700084,1.435521,13
"photo_T_709","photo","T_709",0.3564136,1.403195,14
"photo_T_709","photo","T_709",0.340828,1.371784,15
"photo_T_709","photo","T_709",0.3234532,1.34132,16
"photo_T_709","photo","T_709",0.3046576,1.311712,17
"photo_T_709","photo","T_709",0.2842878,1.283168,18
"photo_T_709","photo","T_709",0.2604721,1.257478,19
"photo_T_709","photo","T_709",0.2336774,1.23488,20
"photo_T_709","photo","T_709",0.2081799,1.210939,21
"photo_T_709","photo","T_709",0.1903026,1.181078,22
"photo_T_709","photo","T_709",0.18366,1.146753,23
"photo_T_709","photo","T_709",0.1826005,1.111719,24
"photo_T_709","photo","T_709",0.1840919,1.076684,25
"photo_T_709","photo","T_709",0.1870316,1.041734,26
"photo_T_709","photo","T_709",0.1890391,1.00672,27
"photo_T_709","photo","T_709",0.1900042,0.9716585,28
"photo_T_709","photo","T_709",0.1908559,0.9365937,29
"photo_T_709","photo","T_709",0.1918145,0.9015317,30
"photo_T_709","photo","T_709",0.1924018,0.8664616,31
"photo_T_709","photo","T_709",0.1927347,0.831388,32
"photo_T_709","photo","T_709",0.1927627,0.7963129,33
"photo_T_709","photo","T_709",0.1926566,0.7612378,34
"photo_T_709","photo","T_709",0.1931897,0.7261691,35
"photo_T_709","photo","T_709",0.1955366,0.6911851,36
"photo_T_709","photo","T_709",0.2007977,0.6565192,37
"photo_T_709","photo","T_709",0.2087606,0.6223734,38
"photo_T_709","photo","T_709",0.21929,0.5889303,39
"photo_T_709","photo","T_709",0.2354677,0.5579381,40
"photo_T_709","photo","T_709",0.2613143,0.5351178,41
"photo_T_709","photo","T_709",0.2948969,0.525704,42
"photo_T_709","photo","T_709",0.3298007,0.5223198,43
"photo_T_709","photo","T_709",0.3646926,0.5187655,44
"photo_T_709","photo","T_709",0.3994175,0.5138317,45
"photo_T_709","photo","T_709",0.4340118,0.5080509,46
"photo_T_709","photo","T_709",0.4684561,0.5014342,47
"photo_T_709","photo","T_709",0.5027181,0.4939336,48
"photo_T_709","photo","T_709",0.5367313,0.4853787,49
"photo_T_709","photo","T_709",0.5702807,0.4751652,50
"photo_T_709","photo","T_709",0.6033675,0.463532,51
"photo_T_709","photo","T_709",0.636003,0.450685,52
"photo_T_709","photo","T_709",0.6677032,0.4357586,53
"photo_T_709","photo","T_709",0.6947754,0.4137963,54
"photo_T_709","photo","T_709",0.7123287,0.3838173,55
"photo_T_709","photo","T_709",0.7205197,0.3497954,56
"photo_T_709","photo","T_709",0.7241453,0.3149204,57
"photo_T_709","photo","T_709",0.7257962,0.2798894,58
"photo_T_709","photo","T_709",0.7259791,0.2448168,59
"photo_T_709","photo","T_709",0.7252483,0.20975,60
"photo_T_709","photo","T_709",0.7242048,0.1746902,61
"photo_T_709","photo","T_709",0.7230767,0.1396331,62
"photo_T_709","photo","T_709",0.7219448,0.1045761,63
"photo_T_709","photo","T_709",0.7208822,0.06951696,64
"photo_T_709","photo","T_709",0.7198616,0.03445658,65
"photo_T_709","photo","T_709",0.7182953,-0.0005812961,66
"photo_T_709","photo","T_709",0.7157409,-0.03556245,67
"photo_T_709","photo","T_709",0.7137207,-0.0705786,68
"photo_T_709","photo","T_709",0.7111855,-0.1055613,69
"photo_T_709","photo","T_709",0.7086155,-0.140542,70
"photo_T_709","photo","T_709",0.7057745,-0.1755006,71
"photo_T_709","photo","T_709",0.7023283,-0.2104055,72
"photo_T_709","photo","T_709",0.6985203,-0.2452735,73
"photo_T_709","photo","T_709",0.6955422,-0.2802218,74
"photo_T_709","photo","T_709",0.6916524,-0.3150768,75
"photo_T_709","photo","T_709",0.6870995,-0.3498553,76
"photo_T_709","photo","T_709",0.6822985,-0.3846002,77
"photo_T_709","photo","T_709",0.6771835,-0.4193004,78
"photo_T_709","photo","T_709",0.6718251,-0.4539638,79
"photo_T_709","photo","T_709",0.6660735,-0.4885638,80
"photo_T_709","photo","T_709",0.6595213,-0.5230211,81
"photo_T_709","photo","T_709",0.6533936,-0.5575542,82
"photo_T_709","photo","T_709",0.6473126,-0.5920926,83
"photo_T_709","photo","T_709",0.6401342,-0.6264247,84
"photo_T_709","photo","T_709",0.6330385,-0.6607748,85
"photo_T_709","photo","T_709",0.6257138,-0.6950764,86
"photo_T_709","photo","T_709",0.6179416,-0.7292793,87
"photo_T_709","photo","T_709",0.609577,-0.7633422,88
"photo_T_709","photo","T_709",0.6007264,-0.7972818,89
"photo_T_709","photo","T_709",0.5911747,-0.8310301,90
"photo_T_709","photo","T_709",0.5803353,-0.8643831,91
"photo_T_709","photo","T_709",0.5679765,-0.8972044,92
"photo_T_709","photo","T_709",0.5538979,-0.9293267,93
"photo_T_709","photo","T_709",0.5386533,-0.9609125,94
"photo_T_709","photo","T_709",0.5221674,-0.9918686,95
"photo_T_709","photo","T_709",0.5044552,-1.022138,96
"photo_T_709","photo","T_709",0.4851838,-1.051435,97
"photo_T_709","photo","T_709",0.4650135,-1.080129,98
"photo_T_709","photo","T_709",0.4447749,-1.108775,99
"photo_T_709","photo","T_709",0.4269608,-1.138796,100
"photo_T_709","photo","T_709",0.4266877,-1.172457,101
"photo_T_709","photo","T_709",0.4456138,-1.201881,102
"photo_T_709","photo","T_709",0.4655628,-1.230709,103
"photo_T_709","photo","T_709",0.4821485,-1.261569,104
"photo_T_709","photo","T_709",0.4940896,-1.294529,105
"photo_T_709","photo","T_709",0.5018919,-1.328658,106
"photo_T_709","photo","T_709",0.5035268,-1.36365,107
"photo_T_709","photo","T_709",0.5017131,-1.398666,108
"photo_T_709","photo","T_709",0.4967882,-1.433374,109
"photo_T_709","photo","T_709",0.4879279,-1.467275,110
"photo_T_709","photo","T_709",0.47536,-1.5,111
"photo_T_709","photo","T_709",0.47536,-1.5,112
"photo_T_709","photo","T_709",0.4402847,-1.5,113
"photo_T_709","photo","T_709",0.4052094,-1.5,114
"photo_T_709","photo","T_709",0.3701342,-1.5,115
"photo_T_709","photo","T_709",0.3350589,-1.5,116
