"dataset_id","dataset","id","x","y","point_order"
"manual_301038","manual","301038",0.383581829,-1.281082591,103
"manual_301038","manual","301038",0.378896953,-1.318735676,104
"manual_301038","manual","301038",0.376926022,-1.355409779,105
"manual_301038","manual","301038",0.404569021,-1.38140146,106
"manual_301038","manual","301038",0.43221202,-1.407393141,107
"manual_301038","manual","301038",0.460524728,-1.43259444,108
"manual_301038","manual","301038",0.490702016,-1.455595181,109
"manual_301038","manual","301038",0.520879305,-1.478595923,110
"manual_301038","manual","301038",0.546327795,-1.5,111
"manual_301038","manual","301038",0.508384379,-1.5,112
"manual_301038","manual","301038",0.470440962,-1.5,113
"manual_301038","manual","301038",0.432497545,-1.5,114
"manual_301038","manual","301038",0.394554128,-1.5,115
"manual_301038","manual","301038",0.356610712,-1.5,116
"manual_301038","manual","301038",0.318667295,-1.5,117
"manual_301038","manual","301038",0.280723878,-1.5,118
"manual_301038","manual","301038",0.242780461,-1.5,119
"manual_301038","manual","301038",0.204837045,-1.5,120
"manual_301038","manual","301038",0.166893628,-1.5,121
"manual_301038","manual","301038",0.128950211,-1.5,122
"manual_301038","manual","301038",0.091006794,-1.5,123
"manual_301038","manual","301038",0.053063378,-1.5,124
"manual_301038","manual","301038",0.015119961,-1.5,125
"manual_301038","manual","301038",-0.022823456,-1.5,126
"manual_301038","manual","301038",-0.060766873,-1.5,127
"manual_301038","manual","301038",-0.098710289,-1.5,128
"manual_301038","manual","301038",-0.136653706,-1.5,129
"manual_301038","manual","301038",-0.174597123,-1.5,130
"manual_301038","manual","301038",-0.21254054,-1.5,131
"manual_301038","manual","301038",-0.250483956,-1.5,132
"manual_301038","manual","301038",-0.288427373,-1.5,133
"manual_301038","manual","301038",-0.32637079,-1.5,134
"manual_301038","manual","301038",-0.364314207,-1.5,135
"manual_301038","manual","301038",-0.402257623,-1.5,136
"manual_301038","manual","301038",-0.44020104,-1.5,137
"manual_301038","manual","301038",-0.478144457,-1.5,138
"manual_301038","manual","301038",-0.516087874,-1.5,139
"manual_301038","manual","301038",-0.544929824,-1.496926919,140
"manual_301038","manual","301038",-0.514752535,-1.473926177,141
"manual_301038","manual","301038",-0.484575246,-1.450925436,142
"manual_301038","manual","301038",-0.454397957,-1.427924694,143
"manual_301038","manual","301038",-0.426599776,-1.402116157,144
"manual_301038","manual","301038",-0.398956777,-1.376124476,145
"manual_301038","manual","301038",-0.375163227,-1.348744211,146
"manual_301038","manual","301038",-0.379848104,-1.311091126,147
"manual_301038","manual","301038",-0.387996219,-1.274920944,148
"manual_301038","manual","301038",-0.412012065,-1.245545069,149
"manual_301038","manual","301038",-0.436027911,-1.216169195,150
"manual_301038","manual","301038",-0.459650468,-1.186478033,151
"manual_301038","manual","301038",-0.483098719,-1.156647136,152
"manual_301038","manual","301038",-0.506326645,-1.126648323,153
"manual_301038","manual","301038",-0.528872757,-1.096129874,154
"manual_301038","manual","301038",-0.551418869,-1.065611425,155
"manual_301038","manual","301038",-0.573258272,-1.034585468,156
"manual_301038","manual","301038",-0.594973237,-1.003470147,157
"manual_301038","manual","301038",-0.616419878,-0.972170953,158
"manual_301038","manual","301038",-0.637600342,-0.940689358,159
"manual_301038","manual","301038",-0.658655698,-0.90912556,160
"manual_301038","manual","301038",-0.679144586,-0.877189556,161
"manual_301038","manual","301038",-0.699633475,-0.845253552,162
"manual_301038","manual","301038",-0.719544846,-0.812955189,163
"manual_301038","manual","301038",-0.739386732,-0.780613229,164
"manual_301038","manual","301038",-0.75875289,-0.747986911,165
"manual_301038","manual","301038",-0.777843116,-0.71519566,166
"manual_301038","manual","301038",-0.796584235,-0.682207232,167
"manual_301038","manual","301038",-0.814810674,-0.648928113,168
"manual_301038","manual","301038",-0.832969807,-0.615612554,169
"manual_301038","manual","301038",-0.850872649,-0.58215824,170
"manual_301038","manual","301038",-0.868762026,-0.548696869,171
"manual_301038","manual","301038",-0.886085855,-0.514939087,172
"manual_301038","manual","301038",-0.903409685,-0.481181306,173
"manual_301038","manual","301038",-0.919548253,-0.446845287,174
"manual_301038","manual","301038",-0.935491025,-0.412413748,175
"manual_301038","manual","301038",-0.95041296,-0.37753408,176
"manual_301038","manual","301038",-0.964967323,-0.342493056,177
"manual_301038","manual","301038",-0.978662645,-0.307114397,178
"manual_301038","manual","301038",-0.991862369,-0.27154095,179
"manual_301038","manual","301038",-1.004219315,-0.235675645,180
"manual_301038","manual","301038",-1.015846643,-0.199557669,181
"manual_301038","manual","301038",-1.026670609,-0.163202398,182
"manual_301038","manual","301038",-1.03653415,-0.126563438,183
"manual_301038","manual","301038",-1.045352066,-0.08968188,184
"manual_301038","manual","301038",-1.05262905,-0.05244281,185
"manual_301038","manual","301038",-1.058876356,-0.015040371,186
"manual_301038","manual","301038",-1.063483251,0.022622335,187
"manual_301038","manual","301038",-1.066913029,0.060381449,188
"manual_301038","manual","301038",-1.068495731,0.098291842,189
"manual_301038","manual","301038",-1.068537364,0.136189314,190
"manual_301038","manual","301038",-1.066319188,0.174067838,191
"manual_301038","manual","301038",-1.062333018,0.211743141,192
"manual_301038","manual","301038",-1.055899057,0.249137085,193
"manual_301038","manual","301038",-1.04761847,0.286095038,194
"manual_301038","manual","301038",-1.036647829,0.322417867,195
"manual_301038","manual","301038",-1.024573355,0.358355151,196
"manual_301038","manual","301038",-1.010543624,0.393609506,197
"manual_301038","manual","301038",-0.995631457,0.42846958,198
"manual_301038","manual","301038",-0.978730463,0.462441028,199
"manual_301038","manual","301038",-0.961047027,0.495965027,200
"manual_301038","manual","301038",-0.940339042,0.527759401,201
"manual_301038","manual","301038",-0.919631057,0.559553775,202
"manual_301038","manual","301038",-0.895241124,0.588604072,203
"manual_301038","manual","301038",-0.870691545,0.617535388,204
"manual_301038","manual","301038",-0.844806096,0.645214,205
"manual_301038","manual","301038",-0.817510282,0.671570051,206
"manual_301038","manual","301038",-0.790214468,0.697926102,207
"manual_301038","manual","301038",-0.762906036,0.724269077,208
"manual_301038","manual","301038",-0.735593862,0.750608173,209
"manual_301038","manual","301038",-0.708473039,0.777122167,210
"manual_301038","manual","301038",-0.684689178,0.806686179,211
"manual_301038","manual","301038",-0.660905317,0.836250192,212
"manual_301038","manual","301038",-0.640789714,0.868249768,213
"manual_301038","manual","301038",-0.622772834,0.901642805,214
"manual_301038","manual","301038",-0.607325416,0.936183933,215
"manual_301038","manual","301038",-0.594470291,0.971883353,216
"manual_301038","manual","301038",-0.583857565,1.008236787,217
"manual_301038","manual","301038",-0.575505613,1.045249593,218
"manual_301038","manual","301038",-0.569845227,1.082689465,219
"manual_301038","manual","301038",-0.566329864,1.120469686,220
"manual_301038","manual","301038",-0.566373107,1.158315278,221
"manual_301038","manual","301038",-0.568498539,1.196199119,222
"manual_301038","manual","301038",-0.578796932,1.232303737,223
"manual_301038","manual","301038",-0.592611862,1.267642817,224
"manual_301038","manual","301038",-0.611649756,1.300146834,225
"manual_301038","manual","301038",-0.633756379,1.330985123,226
"manual_301038","manual","301038",-0.65507454,1.362333754,227
"manual_301038","manual","301038",-0.674156078,1.395130061,228
"manual_301038","manual","301038",-0.693009879,1.428029385,229
"manual_301038","manual","301038",-0.705041525,1.464014692,230
"manual_301038","manual","301038",-0.717073171,1.5,231
"manual_301038","manual","301038",-0.717073171,1.5,232
"manual_301038","manual","301038",-0.679129754,1.5,233
"manual_301038","manual","301038",-0.641186337,1.5,234
