id,url,accession_number,region_general_made,region_specific_made,technique,shape,attribution,painter_group,painter_subgroup,earliest_date,latest_date,date_range,authority,height_cm,provenance,comments
32064,http://www.beazley.ox.ac.uk/record/9F839883-9613-4EE4-A09B-B95CDDAC7DEB,"Malibu (CA), The J. Paul Getty Museum 86.AE.95  Greenwich (CT), Bareiss 315",greece_central,athens,black-figure,amphora_neck,NA,NA,NA,-600,-550,50,BAPD,NA,NA,NA
41013,http://www.beazley.ox.ac.uk/record/BB8D8A36-FFC5-4CB2-8B19-90A039C0D8BD,"Havana, Museo Nacional de Bellas Artes 169  Paris, Market  Havana, Lagunillas",greece_central,athens,red-figure,pelike,NA,NA,NA,-400,-300,100,BAPD,NA,NA,NA
41079,http://www.beazley.ox.ac.uk/record/1BDA2960-34E8-4127-AE3E-FEC3BB289590,"Berlin, Antikensammlung 31008  Berlin, Pergamonmuseum 31008",greece_central,athens,red-figure,loutrophoros,NA,NA,NA,-475,-425,50,BAPD,NA,attica,NA
41345,http://www.beazley.ox.ac.uk/record/33369F42-A3E3-415F-A976-2AF113C013AC,"New York (NY), market, Hesperia ",greece_central,athens,black-figure,amphora_neck,NA,NA,NA,-575,-525,50,BAPD,,NA,NA
41360,http://www.beazley.ox.ac.uk/record/E9397F4D-3745-4BD3-B5CE-799A3235583C,"London, Market, Sotheby's ",greece_central,athens,black-figure,amphora,"nicosia olpe, p of the",NA,NA,-575,-525,50,BAPD,,NA,NA
41483,http://www.beazley.ox.ac.uk/record/5A7CF417-536C-47AD-8B4C-D582002F7FA0,"Moscow, Pushkin State Museum of Fine Arts II1B1073  Moscow, Pushkin State Museum of Fine Arts 1073",greece_central,athens,black-figure,amphora_neck,leagros group,NA,NA,-525,-475,50,BAPD,,NA,NA
41543,http://www.beazley.ox.ac.uk/record/4C882B08-0AEF-4F3B-B8A8-68629A2373F4,"New York (NY), market, Christie's  London, Market, Sotheby's  Jerusalem, Elie Borowski  Toronto, Borowski",greece_central,athens,black-figure,amphora_neck,NA,NA,NA,-575,-525,50,BAPD,,NA,NA
41557,http://www.beazley.ox.ac.uk/record/18CA18BC-147C-48DB-A339-19D5084AC5E2,"London, Market, Sotheby's ",greece_central,athens,black-figure,amphora_neck,NA,NA,NA,-575,-525,50,BAPD,,NA,NA
41562,http://www.beazley.ox.ac.uk/record/283C1D4C-FCA9-4FE8-AACD-24068B92328B,"London, Market, Sotheby's ",greece_central,athens,black-figure,amphora_neck,NA,NA,NA,-575,-525,50,BAPD,,NA,NA
41565,http://www.beazley.ox.ac.uk/record/8A333858-6DEB-49FE-BA5A-C41B9500D7F2,"London, Market, Sotheby's ",greece_central,athens,red-figure,amphora_neck,NA,NA,NA,-450,-400,50,BAPD,,NA,NA
41688,http://www.beazley.ox.ac.uk/record/B82D9EC1-523B-40A9-90FA-93EF5E1EA6AC,"Malibu (CA), The J. Paul Getty Museum 93.AE.55  New York (NY), market",greece_central,athens,black-figure,amphora_panathenaic,nikodemos potter,NA,NA,-400,-300,100,BAPD,NA,NA,NA
41690,http://www.beazley.ox.ac.uk/record/5AEF20B6-E28E-41C2-8AC5-622AC01E7480,"Woodland Hills (CA), market, Antiqua Inc.  London, Market, Sotheby's  New York (NY), market, Hesperia",greece_central,athens,black-figure,amphora_b,NA,NA,NA,-575,-525,50,BAPD,,NA,NA
41697,http://www.beazley.ox.ac.uk/record/19F2B096-1B72-4B8C-AB2D-1FF128A22F72,"Taranto, Museo Archeologico Nazionale VINC76  Taranto, Dr. P. Rotondo  Taranto, Museo Archeologico Nazionale 143544",greece-central,athens,red-figure,amphora_panathenaic,manner of talos p,NA,NA,-425,-375,50,,NA,NA,NA
41984,http://www.beazley.ox.ac.uk/record/0E4CF42A-3D0F-4FDE-9AD0-73934F397803,"Berlin, Antikensammlung F1886  Berlin, Schloss Charlottenburg F1886",greece_central,athens,black-figure,pelike,compare red-line p,NA,NA,-525,-475,50,BAPD,NA,melos,NA
41991,http://www.beazley.ox.ac.uk/record/842A1030-495E-4D43-BC96-55431D128D68,"Berlin, Antikensammlung F1888  Berlin, Schloss Charlottenburg F1888",greece_central,athens,black-figure,loutrophoros,NA,NA,NA,-525,-475,50,BAPD,NA,"attica, trachones",NA
42104,http://www.beazley.ox.ac.uk/record/0C96E9D9-261D-448C-9604-916004CB7299,"New York (NY), Metropolitan Museum 1989.281.89  Kings Point (NY), N. Schimmel  New York (NY), Metropolitan Museum L1986.103",greece_central,athens,black-figure,amphora_panathenaic,princeton p,NA,NA,NA,NA,NA,BAPD,,NA,NA
42151,http://www.beazley.ox.ac.uk/record/63C722B1-67C1-4A05-9152-3D0A7ADFE87F,"Amsterdam, Allard Pierson Museum 11845  Netherlands, Private  Amsterdam, Allard Pierson Museum 11.845",greece_central,athens,black-figure,amphora_panathenaic,NA,NA,NA,-575,-525,50,BAPD,,NA,NA
42182,http://www.beazley.ox.ac.uk/record/5A102361-C51A-4024-9466-17AEE9972089,"London, Market, Sotheby's ",greece_central,athens,red-figure,pelike,NA,NA,NA,-475,-425,50,BAPD,NA,NA,NA
43332,http://www.beazley.ox.ac.uk/record/2F7E28EA-F72E-46B0-9072-65C0D6D40725,"National Museums Liverpool 56.19.18  Faenza, Museo delle Ceramiche 5389",greece-central,athens,black-figure,amphora_panathenaic,NA,NA,NA,-575,-525,50,BAPD,NA,NA,NA
43456,http://www.beazley.ox.ac.uk/record/77EE2F7E-1B9D-4762-A648-31ADAD147B7C,"Champaign-Urbana (IL), University of IL., Krannert Art Museum W77.1.1684  Santa Barbara (CA), Avery Brundage",greece_central,athens,red-figure,pelike,"perhaps louvre g 539, p of",NA,NA,-425,-375,50,BAPD,NA,NA,NA
43599,http://www.beazley.ox.ac.uk/record/A00EED7A-2450-45FC-86F4-B9D249C1D6EB,"San Simeon (CA), Hearst Historical State Monument 5443  San Simeon (CA), Hearst Corporation 9945",greece_central,athens,black-figure,amphora,NA,NA,NA,-550,-500,50,BAPD,,NA,NA
43664,http://www.beazley.ox.ac.uk/record/F0BA5015-25F1-401B-B1F7-DC2CC9416D92,"Oxford, Ashmolean Museum 1971.867 ",greece_central,athens,red-figure,amphora_neck,NA,NA,NA,-500,-450,50,BAPD,,NA,NA
43953,http://www.beazley.ox.ac.uk/record/DD5A86DA-965B-4A19-BAAA-390BB1ECBA59,"Copenhagen, Ny Carlsberg Glyptothek 2652 ",greece_central,athens,black-figure,amphora_b,manner of antimenes p,NA,NA,-550,-500,50,BAPD,,NA,NA
44026,http://www.beazley.ox.ac.uk/record/7DFCE8F6-91BC-48F6-A8B6-AF409280DA95,"London, market, Christie's  Ascona, market",greece_central,athens,black-figure,amphora_neck,euphiletos p,NA,NA,-525,-475,50,BAPD,,NA,NA
44087,http://www.beazley.ox.ac.uk/record/61BBCC40-14AC-431E-9526-6CC1A9572967,"Vatican City, Museo Gregoriano Etrusco Vaticano G20  Vatican City, Museo Gregoriano Etrusco Vaticano 34533",greece_central,athens,black-figure,amphora_neck,NA,NA,NA,-525,-475,50,BAPD,,NA,NA
44186,http://www.beazley.ox.ac.uk/record/015D39EB-33DD-40F1-AAB0-C7A3668829B7,"Brussels, Musees Royaux R230 ",greece-central,athens,black-figure,amphora_panathenaic,NA,NA,NA,-550,-500,50,BAPD,NA,NA,NA
44219,http://www.beazley.ox.ac.uk/record/78A3849B-8354-4D37-9114-47DE2C891E29,"Montpellier, University 39.1447 ",greece_central,athens,red-figure,pelike,disney p,NA,NA,-450,-400,50,BAPD,NA,NA,NA
44228,http://www.beazley.ox.ac.uk/record/BFC410A4-48E6-40A8-8170-C5DB890B4346,"Vatican City, Museo Gregoriano Etrusco Vaticano 351C  Vatican City, Museo Gregoriano Etrusco Vaticano 351",greece_central,athens,black-figure,amphora_b,NA,NA,NA,-575,-525,50,BAPD,,"italy, etruria, vulci",NA
44369,http://www.beazley.ox.ac.uk/record/7F72BD48-D9D9-42DD-95C8-24BAFA2EDC9F,"St. Petersburg, State Hermitage Museum T1870.63  St. Petersburg, State Hermitage Museum KAB4D",greece_central,athens,red-figure,pelike,NA,NA,NA,-400,-300,100,BAPD,NA,NA,NA
44396,http://www.beazley.ox.ac.uk/record/ED6F0D46-F8A0-430D-9422-2C942ED12334,"London, market, Christie's ",greece_central,athens,red-figure,amphora_neck,"floral nolans, group of the",NA,NA,-475,-425,50,BAPD,NA,NA,NA
44463,http://www.beazley.ox.ac.uk/record/C56864A7-2CCE-4482-A75F-1D008CFC4336,"Great Britain, private  Switzerland, Tessin  Lugano, Bolla  Oxford, Ashmolean Museum LOAN  Basel, market, Munzen und Medaillen A.G.  Oxford, Ashmolean Museum LOAN399",greece_central,athens,red-figure,pelike,achilles p,NA,NA,-475,-425,50,BAPD,NA,NA,NA
44517,http://www.beazley.ox.ac.uk/record/E9287832-F7C5-4652-85DC-AE2E873B0A33,"Edinburgh, National Museums of Scotland 1887.214 ",greece_central,athens,red-figure,amphora_neck,NA,NA,NA,-450,-400,50,BAPD,,NA,NA
44524,http://www.beazley.ox.ac.uk/record/A7B32537-7EAD-4E8D-9748-8F2281DF61BD,"Zurich, private ",greece_central,athens,red-figure,pelike,calliope p,NA,NA,-450,-400,50,BAPD,NA,NA,NA
44809,http://www.beazley.ox.ac.uk/record/104A0D89-E545-4731-8AFF-4BBBF6CDAB47,"Kiel, Antikensammlung B595  Kiel, private",greece-central,athens,black-figure,amphora_neck,prometheus p,NA,NA,NA,NA,NA,,NA,NA,NA
44933,http://www.beazley.ox.ac.uk/record/067759D1-76E7-491D-954D-61E4D24AD602,"Basel, Antikenmuseum und Sammlung Ludwig BS402 ",greece_central,athens,red-figure,hydria,NA,NA,NA,-400,-300,100,BAPD,NA,NA,NA
45143,http://www.beazley.ox.ac.uk/record/6AD445CF-608E-4282-AA79-7D04C11A3786,"London, market, Christie's  London, Embiricos",greece_central,athens,red-figure,amphora_neck,berlin p,NA,NA,-500,-450,50,BAPD,,NA,NA
45346,http://www.beazley.ox.ac.uk/record/367401C6-D174-4EC5-AC5A-1C9E11D7BB1B,"Amsterdam, Allard Pierson Museum 8870 ",greece_central,athens,red-figure,pelike,NA,NA,NA,-450,-400,50,BAPD,NA,NA,NA
45349,http://www.beazley.ox.ac.uk/record/C4C58176-B18E-4C6C-BCF6-81C3000F8D85,"Munich, Antikensammlungen 1512  Rome, Candelori Collection  Munich, Antikensammlungen J97",greece_central,athens,black-figure,amphora_neck,atalante group,NA,NA,-550,-500,50,BAPD,,NA,NA
46020,http://www.beazley.ox.ac.uk/record/0681616B-7A60-4F08-BE52-09934C513789,"London, British Museum B204  Unknown, Canino Collection",greece_central,athens,black-figure,amphora_a,NA,NA,NA,-550,-500,50,BAPD,,"italy, etruria, vulci",NA
46062,http://www.beazley.ox.ac.uk/record/4E2AFE8E-07DF-4855-B848-6DFE057761A3,"Athens, Benaki Museum 33631  New York (NY), market, Royal Athena  London, Market, Sotheby's  New York (NY), market, Royal Athena",greece_central,athens,red-figure,amphora_neck,"london e 342, p of",NA,NA,-500,-450,50,BAPD,,NA,NA
46893,http://www.beazley.ox.ac.uk/record/6F154903-D196-4D25-99D4-A3EBF1FFA89D,"National Museums Liverpool 1977.144.12  Grasmere, J.R. Danson 9",greece_central,athens,black-figure,amphora,NA,NA,NA,-550,-500,50,BAPD,,NA,NA
46987,http://www.beazley.ox.ac.uk/record/CD37773C-BF07-473C-B102-2DA43BAAF879,"Malibu (CA), The J. Paul Getty Museum 79.AE.174 ",greece_central,athens,red-figure,pelike,NA,NA,NA,-500,-450,50,BAPD,NA,NA,NA
50025,http://www.beazley.ox.ac.uk/record/728CBDEB-CBA0-4448-A968-DCE63C264537,"Athens, National Museum 1479 ",greece_central,athens,red-figure,amphora_neck,NA,NA,NA,-450,-400,50,BAPD,,NA,NA
50031,http://www.beazley.ox.ac.uk/record/E4AF58D0-560A-4F05-BE3A-F534C1170FAD,"Minneapolis (MN), University, F.R. Weisman Art Museum 73.10.6 ",greece_central,athens,red-figure,amphora_neck,NA,NA,NA,-500,-450,50,BAPD,NA,NA,NA
50033,http://www.beazley.ox.ac.uk/record/1C12A326-FE2A-494A-A9A6-8D97FED168B3,"Montpellier, Musee Fabre 789 ",greece-central,athens,red-figure,amphora_neck,"recalls naples hydriskai, p of the",NA,NA,-500,-450,50,,NA,NA,NA
160000,http://www.beazley.ox.ac.uk/record/CEEFA4FD-5040-49DF-BECD-5DF1A76D218E,"Oxford, Ashmolean Museum 1916.55",greece_central,athens,geometric,amphora_neck,NA,NA,NA,-900,-700,200,BAPD,NA,NA,NA
180001,http://www.beazley.ox.ac.uk/record/7494DB4E-8610-412D-9C74-01068D44A06C,"Oxford, Ashmolean Museum 1935.19",greece_central,athens,protoattic,amphora_neck,mesogeia_p_related,NA,NA,-725,-675,50,BAPD,NA,NA,NA
200000,http://www.beazley.ox.ac.uk/record/838FD94C-D2CF-4805-83BD-F9DA0412C417,"Munich, Antikensammlungen J375  Munich, Antikensammlungen 2300",greece_central,athens,red-figure,amphora_a,sundry early rf ps,NA,NA,-550,-500,50,BAPD,NA,"italy, etruria, vulci",NA
200001,http://www.beazley.ox.ac.uk/record/1416F097-53E3-444A-983E-A875D11C86D8,Berlin F2159,greece_central,athens,red-figure,amphora_a,andokides_signed,Andokides,Andokides,-550,-500,50,BAPD,57.9,"italy, etruria, vulci",NA
200002,http://www.beazley.ox.ac.uk/record/D5239754-4DD1-49DA-B90C-36447E467544,Louvre G1,greece_central,athens,red-figure,amphora_a,andokides_signed,Andokides,Andokides,-550,-500,50,BAPD,56.6,"italy, etruria, vulci",NA
200004,http://www.beazley.ox.ac.uk/record/5F7103A9-097B-487E-B885-9BBBF86D29E0,"Basel, Antikenmuseum und Sammlung Ludwig BS491  Switzerland, Private",greece_central,athens,red-figure,amphora_a,andokides p,NA,NA,-550,-500,50,BAPD,NA,NA,NA
200007,http://www.beazley.ox.ac.uk/record/89244D6E-45AC-47B3-9518-232F7A908A8C,"Boston (MA), Museum of Fine Arts 01.8037",greece_central,athens,red-figure,amphora_a,andokides p,NA,NA,-550,-500,50,BAPD,NA,"italy, orvieto",NA
200008,http://www.beazley.ox.ac.uk/record/9F3F53A3-5F7A-4D86-813F-7641BD728F4E,"London, British Museum B193",greece_central,athens,red-figure,amphora_a,andokides p,NA,NA,-550,-500,50,BAPD,NA,"italy, etruria",NA
200009,http://www.beazley.ox.ac.uk/record/6037FC8A-1FF8-4DF8-BC7E-9E2D85DBEF71,Munich 2301,greece_central,athens,red-figure,amphora_a,lysippides_p,Lysippides_p_&_co,Lysippides_p,-550,-500,50,BAPD,53.7,"italy, etruria, vulci",NA
200010,http://www.beazley.ox.ac.uk/record/DC18C2EA-F0D2-4739-BC97-43F19E915476,"Bologna, Museo Civico Archeologico 151  Bologna, Museo Civico Archeologico 18107",greece_central,athens,red-figure,amphora_a,andokides p,NA,NA,-550,-500,50,BAPD,,"italy, bologna",NA
200011,http://www.beazley.ox.ac.uk/record/2A5DF5DB-2CFF-4DD3-947A-0F9A51382F1A,Louvre F204,greece_central,athens,red-figure,amphora_a,lysippides_p,Lysippides_p_&_co,Lysippides_p,-550,-500,50,BAPD,57.9,"italy, etruria, vulci",NA
200012,http://www.beazley.ox.ac.uk/record/6648FD5D-6B09-456A-99C9-3E57E36E0989,"Boston (MA), Museum of Fine Arts 99.538",greece_central,athens,red-figure,amphora_a,andokides p,NA,NA,-550,-500,50,BAPD,,NA,NA
200013,http://www.beazley.ox.ac.uk/record/46CBB883-06AB-4BE0-8140-A3561FAFAC62,Louvre F203,greece_central,athens,red-figure,amphora_a,andokides_signed as potter,Andokides,Andokides,-550,-500,50,BAPD,40.35,NA,NA
200021,http://www.beazley.ox.ac.uk/record/DEFBEB82-57AA-4F44-82DA-0DD121CA7149,"Munich, Antikensammlungen J373  Munich, Antikensammlungen 2302",greece_central,athens,red-figure,amphora_a,psiax,NA,NA,-550,-500,50,BAPD,,"italy, etruria, vulci",NA
200022,http://www.beazley.ox.ac.uk/record/98D2014D-E8B0-4D82-B39F-EDF91B6ABF6B,"Madrid, Museo Arqueologico Nacional L63  Madrid, Museo Arqueologico Nacional 11008",greece-central,athens,red-figure,amphora_a,andokides,NA,NA,-550,-500,50,,NA,"italy, etruria, vulci",NA
200023,http://www.beazley.ox.ac.uk/record/6B0DC6A9-6B6A-4EB7-9C7A-A0BD31571DA4,"Philadelphia (PA), University of Pennsylvania 5399",greece_central,athens,red-figure,amphora_a,menon potter,NA,NA,-550,-500,50,BAPD,,"italy, etruria, vulci",NA
200050,http://www.beazley.ox.ac.uk/record/0DCDCE4B-2510-48C5-B860-96CD2413D4CE,"Vienna, Kunsthistorisches Museum 3722  Vienna, Kunsthistorisches Museum 319",greece-central,athens,red-figure,amphora_neck,NA,NA,NA,-550,-500,50,,NA,"italy, etruria, cerveteri",NA
200051,http://www.beazley.ox.ac.uk/record/6C3D4F49-D8AA-4FAC-B35E-6ECC31A02F7B,"Rome, Mus. Naz. Etrusco di Villa Giulia 50560  Rome, Mus. Naz. Etrusco di Villa Giulia M633",greece-central,athens,red-figure,amphora_neck,sundry early rf ps,NA,NA,-550,-500,50,,NA,NA,NA
200055,http://www.beazley.ox.ac.uk/record/1E63F4EC-FE65-4AD2-8BF9-05DC2C9E29B2,"Berlin, Antikensammlung F2174 ",greece_central,athens,red-figure,hydria,sundry early rf ps,NA,NA,-550,-500,50,BAPD,NA,NA,NA
200057,http://www.beazley.ox.ac.uk/record/58075A07-6687-4FB5-878B-089E7055844A,"Munich, Antikensammlungen J742  Munich, Antikensammlungen 2419",greece_central,athens,red-figure,hydria,sundry early rf ps,NA,NA,-550,-500,50,BAPD,NA,"italy, etruria, vulci",NA
200073,http://www.beazley.ox.ac.uk/record/801F107A-0BB2-4FAD-BE1B-678237ED0030,"Rome, Mus. Naz. Etrusco di Villa Giulia 121109",greece_central,athens,red-figure,pelike,euphronios,NA,NA,-550,-500,50,BAPD,NA,"italy, viterbo, near",NA
200088,http://www.beazley.ox.ac.uk/record/D08A385C-A8D9-4AC4-B274-9372EC6F175E,"Paris, Musee du Louvre G107",greece-central,athens,red-figure,amphora_neck,manner of euphronios,NA,NA,-550,-500,50,,NA,NA,NA
200091,http://www.beazley.ox.ac.uk/record/4665833A-6998-4BF9-BA14-7A9E2B6CF325,"Paris, Musee du Louvre G106",greece_central,athens,red-figure,amphora_neck,manner of euphronios,NA,NA,-550,-500,50,BAPD,NA,NA,NA
200096,http://www.beazley.ox.ac.uk/record/C264F387-A2F1-4538-83B9-427AE9489404,"Dresden, Staatl. Kunstsammlungen, Albertinum 288",greece-central,athens,red-figure,amphora_neck,compare pioneer group,NA,NA,-550,-500,50,,NA,"italy, nola",NA
200105,http://www.beazley.ox.ac.uk/record/1C7CED8B-19FF-4D27-A9A6-1B36E7717C11,"St. Petersburg, State Hermitage Museum ST1527  St. Petersburg, State Hermitage Museum B1574  St. Petersburg, State Hermitage Museum 616",greece_central,athens,red-figure,pelike,smikros,NA,NA,-550,-500,50,BAPD,NA,NA,NA
200106,http://www.beazley.ox.ac.uk/record/977E278A-C020-472F-B0D5-17D63FC5BFD1,"Paris, Musee du Louvre G65  Paris, Musee du Louvre CP709",greece_central,athens,red-figure,pelike,smikros,NA,NA,-550,-500,50,BAPD,NA,NA,NA
200116,http://www.beazley.ox.ac.uk/record/E466F8A7-7BCC-4FBC-AEFC-CC3D61554E5A,"Paris, Musee du Louvre G42",greece-central,athens,red-figure,amphora_a,phintias,NA,NA,-550,-500,50,,NA,"italy, etruria, vulci",NA
200117,http://www.beazley.ox.ac.uk/record/1B8B9CDC-1E8D-46F1-91D6-A95AC5DD2748,"Tarquinia, Museo Nazionale Tarquiniese RC6843",greece_central,athens,red-figure,amphora_a,phintias,NA,NA,-550,-500,50,BAPD,NA,"italy, etruria, tarquinia",NA
200127,http://www.beazley.ox.ac.uk/record/FA8FA4F9-7CBF-465F-AAA2-E83424173F66,"Munich, Antikensammlungen 2422  Munich, Antikensammlungen J50",greece_central,athens,red-figure,hydria,phintias,NA,NA,-550,-500,50,BAPD,NA,"italy, etruria, vulci",NA
200149,http://www.beazley.ox.ac.uk/record/CED5FE18-1EF4-4DB7-B68D-82FB7ECC7E23,"Warsaw, National Museum 142332  Goluchow, Czartorski 63",greece-central,athens,red-figure,amphora_neck,euthymides,NA,NA,-550,-475,75,,NA,NA,NA
200156,http://www.beazley.ox.ac.uk/record/07E1B38C-C62C-4E35-9A9B-F66C0FDF0E32,"Paris, Musee du Louvre G44",greece-central,athens,red-figure,amphora_a,euthymides,NA,NA,-550,-475,75,,NA,"italy, etruria, vulci",NA
200157,http://www.beazley.ox.ac.uk/record/2F6082EC-6684-48BD-AB89-DC556F5FD754,"Munich, Antikensammlungen 2309  Munich, Antikensammlungen J410",greece-central,athens,red-figure,amphora_a,euthymides,NA,NA,-550,-475,75,,NA,"italy, etruria, vulci",NA
200160,http://www.beazley.ox.ac.uk/record/62463C7E-E0CA-4627-B361-EAE079BF4E8E,"Munich, Antikensammlungen 2307  Munich, Antikensammlungen J378  Munich, Antikensammlungen 8731",greece-central,athens,red-figure,amphora_a,euthymides,NA,NA,-550,-475,75,,NA,"italy, etruria, vulci",NA
200161,http://www.beazley.ox.ac.uk/record/47DE8580-9D4A-4F7A-99CB-A5C10A646429,"Munich, Antikensammlungen 2308  Munich, Antikensammlungen J374",greece-central,athens,red-figure,amphora_a,euthymides,NA,NA,-550,-475,75,,NA,"italy, etruria, vulci",NA
200166,http://www.beazley.ox.ac.uk/record/B8E1C8BD-4F93-45D0-8847-D357F93EBE5E,"London, British Museum E254  London, British Museum 1843.1103.88  London, British Museum 1843.11-3.88",greece-central,athens,red-figure,amphora_a,dikaios p,NA,NA,-550,-500,50,,NA,"italy, etruria, vulci",NA
200167,http://www.beazley.ox.ac.uk/record/33EB00B6-B354-4588-A485-DC327241E6E0,"Paris, Musee du Louvre F318  Paris, Musee du Louvre G45",greece_central,athens,red-figure,amphora_a,dikaios p,NA,NA,-525,-475,50,BAPD,NA,NA,NA
200172,http://www.beazley.ox.ac.uk/record/9A69A232-DBE5-4B2A-99D8-9F0C191F0567,"Munich, Antikensammlungen J377  Munich, Antikensammlungen 2420",greece_central,athens,red-figure,hydria,group of chelis p,NA,NA,-525,-475,50,BAPD,NA,"italy, etruria, vulci",NA
200176,http://www.beazley.ox.ac.uk/record/7ABDD3A9-8B47-44A4-AD83-AD293444439E,"Leiden, Rijksmuseum van Oudheden PC85",greece-central,athens,red-figure,amphora_a,pezzino group,NA,NA,-525,-475,50,,NA,"italy, etruria, vulci",NA
200189,http://www.beazley.ox.ac.uk/record/B61BFD61-79B7-43AB-9E25-A988AA4F1BC0,"Brussels, Musees Royaux A3581 ",greece_central,athens,red-figure,amphora_b,recalls kleophrades p,NA,NA,-525,-475,50,BAPD,NA,NA,NA
200204,http://www.beazley.ox.ac.uk/record/77A26792-0D7F-4E82-AA96-965244888803,"London, British Museum E253",greece-central,athens,red-figure,amphora_a,recalls euergides p,NA,NA,-525,-475,50,,NA,"italy, etruria, vulci",NA
200435,http://www.beazley.ox.ac.uk/record/AFDE2804-EC7B-42DB-8441-6743D6B8A6AF,"Paris, Musee du Louvre G3",greece-central,athens,red-figure,amphora_neck,oltos,NA,NA,-525,-475,50,,NA,"italy, etruria, cerveteri",NA
200436,http://www.beazley.ox.ac.uk/record/39369BE3-CC49-4C67-93DF-337ADC32B2B6,"London, British Museum E258",greece_central,athens,red-figure,amphora_c,euxitheos potter,NA,NA,-525,-475,50,BAPD,NA,"italy, etruria, vulci",NA
201543,http://www.beazley.ox.ac.uk/record/AABD14C5-013B-49CB-A76A-80E89A800B8F,"London, British Museum E256",greece_central,athens,red-figure,amphora_a,recalls bowdoin-eye p,NA,NA,-525,-475,50,BAPD,NA,"italy, etruria, vulci",NA
201654,http://www.beazley.ox.ac.uk/record/18CBF58A-DF65-4A43-B46F-5D5BF97A47F2,"Wurzburg, Universitat, Martin von Wagner Mus. HA120  Wurzburg, Universitat, Martin von Wagner Mus. L507  Wurzburg, Universitat, Martin von Wagner Mus. L297  Wurzburg, Universitat, Martin von Wagner Mus. 297",greece-central,athens,red-figure,amphora_a,kleophrades p,NA,NA,-525,-475,50,,NA,"italy, etruria, vulci",NA
201657,http://www.beazley.ox.ac.uk/record/2194D53F-766F-4F74-BF5D-E316910FA115,"Munich, Antikensammlungen J411  Munich, Antikensammlungen 2305",greece_central,athens,red-figure,amphora_a,kleophrades p,NA,NA,-525,-475,50,BAPD,NA,"italy, etruria, vulci",NA
201659,http://www.beazley.ox.ac.uk/record/7C2B7BAA-D0B3-44E6-9E23-638579B9766E,"Munich, Antikensammlungen 8732  Munich, Antikensammlungen 2344  Munich, Antikensammlungen J408",greece-central,athens,red-figure,amphora_neck,kleophrades p,NA,NA,-525,-475,50,,NA,"italy, etruria, vulci",NA
201660,http://www.beazley.ox.ac.uk/record/972BA9D7-AA9A-4115-8012-55C0C9C0A3B9,"Leiden, Rijksmuseum van Oudheden 18H35  Leiden, Rijksmuseum van Oudheden PC80",greece-central,athens,red-figure,amphora_panathenaic,kleophrades p,NA,NA,-500,-450,50,,NA,"italy, etruria, vulci",NA
201661,http://www.beazley.ox.ac.uk/record/E27C8F22-8E3B-445A-B112-2269E8AFF543,"Basel, Antikenmuseum und Sammlung Ludwig KA424  Meggen, Kappeli",greece-central,athens,red-figure,amphora_panathenaic,kleophrades p,NA,NA,-500,-450,50,,NA,NA,NA
201664,http://www.beazley.ox.ac.uk/record/41C2311C-063A-4CB8-94F2-C7E2D7612534,"Harrow, School Museum 55  Harrow, School Museum 1864.55",greece_central,athens,red-figure,amphora_neck,kleophrades p,NA,NA,-500,-450,50,BAPD,NA,NA,NA
201665,http://www.beazley.ox.ac.uk/record/B25DB105-40C4-487C-891F-358481965F06,"Munich, Antikensammlungen J55  Munich, Antikensammlungen 2316",greece-central,athens,red-figure,amphora_neck,kleophrades p,NA,NA,-500,-450,50,,NA,"italy, etruria, vulci",NA
201666,http://www.beazley.ox.ac.uk/record/0071097B-4BB9-4714-AE42-F7147FB4C4D1,"New York (NY), Metropolitan Museum 13.233",greece_central,athens,red-figure,amphora_neck,kleophrades p,NA,NA,-500,-450,50,BAPD,NA,NA,NA
201668,http://www.beazley.ox.ac.uk/record/657C78F4-47DE-4B2E-8762-6594DE56500B,"London, British Museum E270  London, British Museum 1843.1103.34",greece-central,athens,red-figure,amphora_neck,kleophrades p,NA,NA,-500,-450,50,,NA,"italy, etruria, vulci",NA
201675,http://www.beazley.ox.ac.uk/record/AB0E3B61-08C5-490F-AB1B-40B44B00658B,"Paris, Musee du Louvre CA453",greece_central,athens,red-figure,loutrophoros,kleophrades p,NA,NA,-500,-450,50,BAPD,NA,attica,NA
201678,http://www.beazley.ox.ac.uk/record/C96BA5CD-200C-4F2B-AC60-7F9051886279,"Paris, Musee du Louvre G235",greece_central,athens,red-figure,pelike,kleophrades p,NA,NA,-525,-475,50,BAPD,NA,NA,NA
201679,http://www.beazley.ox.ac.uk/record/8463DD96-EB30-4636-A2A3-DEE3543B8612,"Switzerland, Private ",greece_central,athens,red-figure,pelike,kleophrades p,NA,NA,-500,-450,50,BAPD,NA,NA,NA
201680,http://www.beazley.ox.ac.uk/record/CD0EC452-5BBF-474C-A1CA-B2380EE8997C,"Berlin, Antikensammlung F2170  Berlin, Schloss Charlottenburg F2170",greece_central,athens,red-figure,pelike,modern epiktetos,NA,NA,-500,-450,50,BAPD,NA,"italy, etruria, cerveteri",NA
201789,http://www.beazley.ox.ac.uk/record/421DADD4-D09D-44FB-A02F-4BF5926E7B31,"Malibu (CA), The J. Paul Getty Museum 77.AE.9  Switzerland, Private",greece-central,athens,black-figure,amphora_panathenaic,kleophrades p,NA,NA,-500,-450,50,BAPD,NA,NA,NA
