id,url,accession_number,region_general_made,region_specific_made,technique,shape,attribution,painter_group,painter_subgroup,earliest_date,latest_date,date_range,authority,height_cm,provenance,comments
305117,http://www.beazley.ox.ac.uk/record/66A47635-5B43-464D-BB6B-AA99030D3506,"Brussels, Musees Royaux R219 ",greece_central,athens,black-figure,amphora_neck,polos p,NA,NA,-600,-550,50,BAPD,NA,"italy, etruria, cerveteri",NA
305121,http://www.beazley.ox.ac.uk/record/A37383EF-4A8E-4116-A120-9011A6C3179C,"Paris, Musee du Louvre E814 ",greece_central,athens,black-figure,amphora_neck,polos p,NA,NA,-600,-550,50,BAPD,NA,NA,NA
305267,http://www.beazley.ox.ac.uk/record/4FC479C3-E779-4955-96A1-3A93778E3F2C,"Paris, Musee du Louvre E815 ",greece_central,athens,black-figure,amphora_belly,companion of polos p,NA,NA,-600,-550,50,BAPD,NA,NA,NA
305304,http://www.beazley.ox.ac.uk/record/2DFBD111-257C-4F5C-AF30-7C979D9A1665,"London, market, Christie's  Nostell Priory, Lord St. Oswald 37",greece_central,athens,black-figure,lekythos,"athens 581, class of",NA,NA,-525,-475,50,BAPD,NA,NA,NA
305329,http://www.beazley.ox.ac.uk/record/0DE2E016-EA0A-4F17-9894-665863F41F06,"Paris, Musee du Louvre CP1071  Paris, Musee du Louvre E822",greece_central,athens,black-figure,amphora_b,compare horse head amphorae,NA,NA,-600,-550,50,BAPD,NA,NA,NA
305535,http://www.beazley.ox.ac.uk/record/14B161A9-99ED-410A-A869-EF3923544E68,"New York (NY), Metropolitan Museum 56.171.26  San Simeon (CA), Hearst Historical State Monument 9484",greece_central,athens,black-figure,amphora_neck,diosphos p,NA,NA,-525,-475,50,BAPD,NA,NA,NA
305560,http://www.beazley.ox.ac.uk/record/4BD4985B-00AD-43E3-BEB9-2A7FF36E20C4,"Naples, Museo Archeologico Nazionale 245468",greece_central,athens,black-figure,amphora_neck,diosphos p,NA,NA,-525,-475,50,BAPD,NA,NA,NA
305910,http://www.beazley.ox.ac.uk/record/F3A372C6-87DC-4F72-B094-63226B4EFB25,"Rome, Mus. Naz. Etrusco di Villa Giulia 50281",greece_central,athens,black-figure,amphora_neck,light-make class,NA,NA,-525,-475,50,BAPD,,NA,NA
305935,http://www.beazley.ox.ac.uk/record/1540CD82-FF12-45CE-A9FD-7E2B1465535D,"Tubingen, Eberhard-Karls-Univ., Arch. Inst. D14  Tubingen, Eberhard-Karls-Univ., Arch. Inst. 727",greece_central,athens,black-figure,amphora_neck,light-make class,NA,NA,-525,-475,50,BAPD,NA,"italy, locri",NA
305937,http://www.beazley.ox.ac.uk/record/1A5EB162-D083-422F-9902-45CCC99434A2,"Edinburgh, National Museums of Scotland 1881.44.19 ",greece_central,athens,black-figure,amphora_neck,light-make class,NA,NA,-525,-475,50,BAPD,NA,NA,NA
305944,http://www.beazley.ox.ac.uk/record/C2F488F7-F57B-4C6C-A952-62B00F97774F,"Ipswich, M.P. Cook  Boston (MA), Museum of Fine Arts 95.829  Boston (MA), Museum of Fine Arts R324",greece_central,athens,black-figure,amphora_neck,light-make class,NA,NA,-525,-475,50,BAPD,NA,NA,NA
305961,http://www.beazley.ox.ac.uk/record/BB862641-C032-43E4-B3CC-40517FF7F1C7,"Harrow, School Museum 29  Harrow, School Museum 1864.29",greece_central,athens,black-figure,amphora_neck,light-make class,NA,NA,-525,-475,50,BAPD,NA,NA,NA
305976,http://www.beazley.ox.ac.uk/record/122E948C-5EDD-4635-A30B-CE403D2127F5,"Syracuse, Museo Arch. Regionale Paolo Orsi 44099 ",greece_central,athens,black-figure,amphora_neck,light-make class,NA,NA,-525,-475,50,BAPD,NA,"sicily, syracuse, necropoli di giardinio spagna",NA
305982,http://www.beazley.ox.ac.uk/record/E6D08078-ED31-4718-BF0B-B429FBB09D72,"Tubingen, Eberhard-Karls-Univ., Arch. Inst. D13  Tubingen, Eberhard-Karls-Univ., Arch. Inst. 2120",greece_central,athens,black-figure,amphora_neck,light-make class,NA,NA,-525,-475,50,BAPD,NA,NA,NA
305989,http://www.beazley.ox.ac.uk/record/C08E5141-057C-4911-990E-C1015973EB6F,"New York (NY), Metropolitan Museum GR524  New York (NY), Metropolitan Museum 98.8.4",greece_central,athens,black-figure,amphora_neck,near light-make class,NA,NA,-525,-475,50,BAPD,NA,NA,NA
305994,http://www.beazley.ox.ac.uk/record/8C491981-9F35-481A-9150-99EF9800DB1B,"London, British Museum B279  London, British Museum 1836.2-24.135",greece_central,athens,black-figure,amphora_neck,red-line p,NA,NA,-525,-475,50,BAPD,NA,"italy, etruria, vulci",NA
305995,http://www.beazley.ox.ac.uk/record/DB0705F0-8B3C-432F-8225-4A8D342E3092,"Brussels, Musees Royaux R314",greece_central,athens,black-figure,amphora_neck,red-line p,NA,NA,-525,-475,50,BAPD,NA,NA,NA
305998,http://www.beazley.ox.ac.uk/record/F1C484D8-C894-49A0-827A-AC3B4552BD5F,"Vatican City, Museo Gregoriano Etrusco Vaticano 402 ",greece_central,athens,black-figure,amphora_neck,red-line p,NA,NA,-525,-475,50,BAPD,NA,NA,NA
306005,http://www.beazley.ox.ac.uk/record/3BD46FF3-C588-434E-806E-29C2028B8B54,"Syracuse, Museo Arch. Regionale Paolo Orsi 23514 ",greece_central,athens,black-figure,amphora_neck,red-line p,NA,NA,-525,-475,50,BAPD,NA,"sicily, gela",NA
306011,http://www.beazley.ox.ac.uk/record/BD3E3246-3CC3-476C-96F8-F9046881EAD0,"Madrid, Museo Arqueologico Nacional 10933  Madrid, Museo Arqueologico Nacional L79",greece_central,athens,black-figure,amphora_neck,red-line p,NA,NA,-525,-475,50,BAPD,,NA,NA
306014,http://www.beazley.ox.ac.uk/record/656F3244-71A3-403C-AE4E-6A02A342A897,"Madrid, Museo Arqueologico Nacional 10915  Madrid, Museo Arqueologico Nacional L77",greece_central,athens,black-figure,amphora_neck,red-line p,NA,NA,-525,-475,50,BAPD,,NA,NA
306025,http://www.beazley.ox.ac.uk/record/A68F95BB-A5A6-4B0B-A5F9-F606B00A843E,"Oslo, Museum of Applied Art 7917  Karlsruhe, A. Vogell 63",greece_central,athens,black-figure,amphora_neck,red-line p,NA,NA,-525,-475,50,BAPD,,NA,NA
306028,http://www.beazley.ox.ac.uk/record/F80D1F24-79AB-4E58-9D27-3367C8787C06,"Utrecht, University 21",greece_central,athens,black-figure,amphora_neck,red-line p,NA,NA,-525,-475,50,BAPD,,NA,NA
306030,http://www.beazley.ox.ac.uk/record/219EAC1E-6164-42F2-B9DE-12AB88B49BBB,"New York (NY), Metropolitan Museum GR560  New York (NY), Metropolitan Museum 98.8.12",greece_central,athens,black-figure,amphora_neck,red-line p,NA,NA,-525,-475,50,BAPD,,NA,NA
306035,http://www.beazley.ox.ac.uk/record/A8740BD6-BB09-44B3-892F-2EDB015E80E1,"Paris, Musee Auguste Rodin 977 ",greece_central,athens,black-figure,amphora_neck,red-line p,NA,NA,-525,-475,50,BAPD,,NA,NA
306058,http://www.beazley.ox.ac.uk/record/2C787EEB-2BA3-49B2-A70E-7573B5252BC5,"Copenhagen, National Museum 2 ",greece_central,athens,black-figure,pelike,red-line p,NA,NA,-525,-475,50,BAPD,NA,"italy, capua",NA
306060,http://www.beazley.ox.ac.uk/record/B0A90FE0-2704-4F96-B67E-D83DD19EB211,"Agrigento, Museo Archeologico Regionale C862 ",greece_central,athens,black-figure,pelike,red_line_p,NA,NA,-525,-475,50,BAPD,NA,"sicily, agrigento",NA
306083,http://www.beazley.ox.ac.uk/record/82399B56-A510-4036-8918-A7899656AF90,"London, British Museum B285 ",greece_central,athens,black-figure,amphora_neck,manner of red-line p,NA,NA,-525,-475,50,BAPD,,"sicily, gela",NA
306100,http://www.beazley.ox.ac.uk/record/A1516444-64C2-41B0-B1A5-F977E76387E3,"Rhodes, Archaeological Museum 10775",greece_central,athens,black-figure,pelike,near red-line p,NA,NA,-525,-475,50,BAPD,NA,"rhodes, ialysos",NA
306101,http://www.beazley.ox.ac.uk/record/F68C0010-556B-4A67-9265-7E5865687C92,"London, British Museum 64.10-7.270 ",greece_central,athens,black-figure,pelike,rhodes_pelike_p,NA,NA,-525,-475,50,BAPD,NA,"rhodes, camiros",NA
306102,http://www.beazley.ox.ac.uk/record/727F9867-C856-4B10-9497-0D3C7117E6F6,"Brussels, Musees Royaux A1582",greece_central,athens,black-figure,pelike,"rhodes pelike, p of the",NA,NA,-525,-475,50,BAPD,NA,rhodes,NA
306439,http://www.beazley.ox.ac.uk/record/23E84EB3-FABF-4B70-B2E9-F079AFB0AE80,"Brussels, Musees Royaux A132",greece_central,athens,black-figure,amphora_neck,NA,NA,NA,NA,NA,NA,BAPD,,"italy, etruria, vulci",NA
306450,http://www.beazley.ox.ac.uk/record/27D9D759-5E65-456D-9765-A75F25C1E0FD,"Mainz, Johannes Gutenberg Universitat 74  -, Galerie Edouard Delessert 16",greece_central,athens,black-figure,amphora_panathenaic,NA,NA,NA,NA,NA,NA,BAPD,,"italy, etruria, vulci",NA
306453,http://www.beazley.ox.ac.uk/record/F114C2E6-06C7-49FB-A8EB-3ADC8FD364DD,"London, British Museum B170",greece_central,athens,black-figure,amphora_b,edinburgh p,NA,NA,-525,-475,50,BAPD,,NA,NA
306471,http://www.beazley.ox.ac.uk/record/73E4FB3E-9341-44D5-8F99-62FE49B29A51,"Berlin, Antikensammlung 3274  Berlin, Schloss Charlottenburg 3274",greece_central,athens,black-figure,amphora_b,recalls rycroft p,NA,NA,-525,-475,50,BAPD,,NA,NA
306477,http://www.beazley.ox.ac.uk/record/278A3EF8-6D29-4FF1-8B63-F7EAAC2BEABB,"New York (NY), Metropolitan Museum 41.162.32",greece_central,athens,black-figure,amphora_neck,NA,NA,NA,NA,NA,NA,BAPD,,NA,NA
306488,http://www.beazley.ox.ac.uk/record/3F3D97EB-1FC3-467E-9182-6DB22114F62C,"Eleusis, Archaeological Museum Z21  Eleusis, Archaeological Museum 2632",greece_central,athens,black-figure,amphora,chimaera p,NA,NA,-600,-550,50,BAPD,NA,"attica, eleusis",NA
306527,http://www.beazley.ox.ac.uk/record/4624A8CB-841E-4ACD-B664-64F6C4CABB05,"Vatican City, Museo Gregoriano Etrusco Vaticano AST34  Vatican City, Museo Gregoriano Etrusco Vaticano 34984",greece-central,athens,black-figure,amphora_neck,"louvre e 826, p of",NA,NA,-600,-550,50,BAPD,NA,NA,NA
306528,http://www.beazley.ox.ac.uk/record/44FA624F-4D3B-4934-8967-DD6D611ACA5F,"Paris, Musee Auguste Rodin 978 ",greece_central,athens,black-figure,amphora_neck,"compare louvre e 826, p of",NA,NA,-600,-550,50,BAPD,NA,NA,NA
306530,http://www.beazley.ox.ac.uk/record/492F32FC-4FEC-454E-8198-5C3B2171FDE8,"London, Market, Sotheby's  Basel, private",greece_central,athens,black-figure,amphora_neck,castellani p,NA,NA,-600,-550,50,BAPD,NA,NA,NA
306553,http://www.beazley.ox.ac.uk/record/BD9C459C-3881-4FDA-944B-499FD7561E98,"Adolphseck, Schloss Fasanerie 2 ",greece_central,athens,black-figure,amphora_b,group e,NA,NA,-575,-525,50,BAPD,,NA,NA
306556,http://www.beazley.ox.ac.uk/record/EFE68BCF-94C3-40D6-8661-CA963FB82D11,Rouen 20,greece_central,athens,black-figure,amphora_neck,london_b145_group,E_group_&_co,E_group_related,-575,-525,50,NA,42.2,NA,NA
306612,http://www.beazley.ox.ac.uk/record/4D88E017-EDCB-431E-A366-0642D4E2B6F0,"Capua, Museo Campano 145 ",greece_central,athens,black-figure,amphora_neck,"london b 272, p of",NA,NA,-550,-500,50,BAPD,,"italy, capua",NA
306911,http://www.beazley.ox.ac.uk/record/2E921ED3-3731-4ED9-98F8-56AF9B75E7DA,"Naples, Museo Archeologico Nazionale SP296  Naples, Spinelli 296  Naples, Museo Archeologico Nazionale 164186",greece_central,athens,black-figure,amphora_neck,red-line p,NA,NA,-525,-475,50,BAPD,,"italy, suessula",NA
306920,http://www.beazley.ox.ac.uk/record/A8327004-DAB6-4181-ABFE-ED91E3AA1B49,"Boston (MA), Museum of Fine Arts R328  Boston (MA), Museum of Fine Arts 76.53",greece_central,athens,black-figure,pelike,red_line_p_related,NA,NA,-525,-475,50,BAPD,NA,"italy, capua",NA
310000,http://www.beazley.ox.ac.uk/record/2843E9F7-6FAB-49F5-8454-6544A15669B5,"Hague, Scheurleer 1897 ",greece-central,athens,black-figure,amphora_panathenaic,NA,NA,NA,-575,-525,50,BAPD,NA,NA,NA
310002,http://www.beazley.ox.ac.uk/record/ABA9E3AD-F753-43AD-BF05-2E47DA0D52B6,"Rome, Musei Capitolini 96  Rome, Musei Capitolini 70",greece_central,athens,black-figure,amphora_neck,castellani p,NA,NA,-575,-525,50,BAPD,,NA,NA
310008,http://www.beazley.ox.ac.uk/record/4D5DE3AB-8CD4-4783-98C7-D497420231C8,"Berlin, lost F1711  Florence, Museo Archeologico Etrusco 3773",greece_central,athens,black-figure,amphora_neck,castellani p,NA,NA,-575,-525,50,BAPD,,"italy, etruria, tarquinia",NA
310009,http://www.beazley.ox.ac.uk/record/402FC3B8-626B-47E0-B9C5-C7EA0E764FB0,"Leipzig, Antikenmuseum d. Universitat Leipzig T3323",greece_central,athens,black-figure,amphora_neck,tyrrhenian group,NA,NA,-575,-525,50,BAPD,,"italy, etruria, cerveteri",NA
310013,http://www.beazley.ox.ac.uk/record/E1BDF611-4F4E-47B7-ACC5-F37BBBC0388F,"Paris, Musee du Louvre E852",greece_central,athens,black-figure,amphora_neck,tyrrhenian group,NA,NA,-575,-525,50,BAPD,,NA,NA
310019,http://www.beazley.ox.ac.uk/record/05DED0AC-6E23-4E33-9767-F66C93175D46,"Berlin, Antikensammlung F1707  Berlin, Pergamonmuseum F1707",greece_central,athens,black-figure,amphora_neck,timiades p,NA,NA,-575,-525,50,BAPD,,"italy, etruria, south",NA
310021,http://www.beazley.ox.ac.uk/record/FD6D2A56-F9AB-4116-B9DD-199B29A06B6D,"Rome, Musei Capitolini 119  Rome, Musei Capitolini 39",greece_central,athens,black-figure,amphora_neck,goltyr p,NA,NA,-575,-525,50,BAPD,,NA,NA
310023,http://www.beazley.ox.ac.uk/record/6A47239E-6377-4004-9070-1E47B1BE23C8,"Paris, Musee du Louvre E847",greece_central,athens,black-figure,amphora_neck,fallow deer p,NA,NA,-575,-525,50,BAPD,,NA,NA
310026,http://www.beazley.ox.ac.uk/record/A8E6D112-7173-4084-B36E-CCF3271BC550,"Paris, Musee du Louvre E857",greece_central,athens,black-figure,amphora_neck,oll group,NA,NA,-575,-525,50,BAPD,,NA,NA
310032,http://www.beazley.ox.ac.uk/record/AC601B9B-0478-43E1-BF92-B543144D2B28,"Tarquinia, Museo Nazionale Tarquiniese T2  Tarquinia, Museo Nazionale Tarquiniese RC1043",greece_central,athens,black-figure,amphora_neck,fallow deer p,NA,NA,-575,-525,50,BAPD,,"italy, etruria, tarquinia",NA
310036,http://www.beazley.ox.ac.uk/record/91F05EA3-B125-4C41-A6C0-81622774DA8D,"Munich, Antikensammlungen 1433  Munich, Antikensammlungen J126",greece_central,athens,black-figure,amphora_neck,guglielmi group,NA,NA,-575,-525,50,BAPD,,"italy, etruria, vulci",NA
310038,http://www.beazley.ox.ac.uk/record/90CE0FBD-113B-4FCE-8099-188250549087,"Vatican City, Museo Gregoriano Etrusco Vaticano 16440  Vatican City, Museo Gregoriano Etrusco Vaticano 308",greece_central,athens,black-figure,amphora_neck,prometheus p,NA,NA,-575,-525,50,BAPD,,"italy, etruria, vulci",NA
310040,http://www.beazley.ox.ac.uk/record/AE4C6F54-027A-4B8A-A774-BC7BFBAD4F6B,"Paris, Musee du Louvre E849",greece_central,athens,black-figure,amphora_neck,tyrrhenian group,NA,NA,-575,-525,50,BAPD,,NA,NA
310045,http://www.beazley.ox.ac.uk/record/9FCFAF95-3789-490F-8AF0-EBF8EA659F9A,"Boston (MA), Museum of Fine Arts 98.916",greece_central,athens,black-figure,amphora_neck,timiades p,NA,NA,-575,-525,50,NA,NA,"italy, etruria, vulci",NA
310046,http://www.beazley.ox.ac.uk/record/6CE84B61-4E61-4C3C-9693-EF8C247F3821,"Paris, Musee du Louvre E848 ",greece_central,athens,black-figure,amphora_neck,castellani p,NA,NA,-575,-525,50,BAPD,,NA,NA
310047,http://www.beazley.ox.ac.uk/record/968B2991-BA73-441B-9608-2E763D09ED4B,"Cambridge, Fitzwilliam Museum GR7.1932  Cambridge, Fitzwilliam Museum 32.1",greece_central,athens,black-figure,amphora_neck,tyrrhenian group,NA,NA,-575,-525,50,BAPD,,NA,NA
310051,http://www.beazley.ox.ac.uk/record/8C914A3D-174A-4EB0-ABB7-774B158EC835,"Paris, Musee du Louvre E840 ",greece_central,athens,black-figure,amphora_neck,goltyr p,NA,NA,-575,-525,50,BAPD,,NA,NA
310052,http://www.beazley.ox.ac.uk/record/29F0AE33-F1D1-4F62-ACDB-FCA7A908707C,"Paris, Musee du Louvre E855",greece_central,athens,black-figure,amphora_neck,oll group,NA,NA,-575,-525,50,BAPD,,NA,NA
310053,http://www.beazley.ox.ac.uk/record/8DDFF629-91E1-439F-BE95-26D4D758DDFA,"Paris, Musee du Louvre E856",greece_central,athens,black-figure,amphora_neck,oll group,NA,NA,-575,-525,50,BAPD,,NA,NA
310055,http://www.beazley.ox.ac.uk/record/1AEB4CB7-2ECF-4448-B003-23F21B763307,"Vatican City, Museo Gregoriano Etrusco Vaticano 34526  Vatican City, Museo Gregoriano Etrusco Vaticano G13",greece_central,athens,black-figure,amphora_neck,guglielmi group,NA,NA,-575,-525,50,BAPD,,"italy, etruria, vulci",NA
310060,http://www.beazley.ox.ac.uk/record/F021667F-6F24-4CA5-BDBA-772BD76008CB,"Kassel, Staatliche Museen Kassel, Antikensammlung T386",greece_central,athens,black-figure,amphora_neck,castellani p,NA,NA,-575,-525,50,BAPD,,"italy, etruria, cerveteri",NA
310061,http://www.beazley.ox.ac.uk/record/8F6C2400-4828-45E8-9D45-84FA10C62442,"Leiden, Rijksmuseum van Oudheden PC36",greece_central,athens,black-figure,amphora_neck,goltyr p,NA,NA,-575,-525,50,BAPD,,"italy, etruria, vulci",NA
310062,http://www.beazley.ox.ac.uk/record/1FBD72F9-8047-43C4-8930-312270820068,"Paris, Musee du Louvre E839",greece_central,athens,black-figure,amphora_neck,goltyr p,NA,NA,-575,-525,50,BAPD,,NA,NA
310063,http://www.beazley.ox.ac.uk/record/E4D6AE68-92BE-4731-A407-600D24D61426,"Oxford, Ashmolean Museum 1913.164",greece_central,athens,black-figure,amphora_neck,oll group,NA,NA,-575,-525,50,BAPD,,"italy, etruria, cerveteri",NA
310065,http://www.beazley.ox.ac.uk/record/E1D25303-43B8-4240-9A92-26EBFA2843DD,"Paris, Musee du Louvre E865 ",greece_central,athens,black-figure,amphora_neck,castellani p,NA,NA,-575,-525,50,BAPD,,NA,NA
310066,http://www.beazley.ox.ac.uk/record/00B19EA7-D06F-4951-8D39-7650A2045F31,"Syracuse, Museo Arch. Regionale Paolo Orsi 10599",greece_central,athens,black-figure,amphora_neck,tyrrhenian group,NA,NA,-575,-525,50,BAPD,,"sicily, megara hyblaea",NA
310067,http://www.beazley.ox.ac.uk/record/12AC3264-E914-4DBE-B608-2B50A09EF321,"Paris, Musee du Louvre E866 ",greece_central,athens,black-figure,amphora_neck,timiades p,NA,NA,-575,-525,50,BAPD,,NA,NA
310068,http://www.beazley.ox.ac.uk/record/78626B21-97DB-4AA4-AD10-80DBC1A9875E,"Paris, Musee du Louvre E834",greece_central,athens,black-figure,amphora_neck,kyllenios p,NA,NA,-575,-525,50,BAPD,,NA,NA
310069,http://www.beazley.ox.ac.uk/record/7FCF3D96-D9FD-423C-9204-574D76092D61,"London, British Museum B48  London, British Museum 1847.8-6.26",greece_central,athens,black-figure,amphora_neck,kyllenios p,NA,NA,-575,-525,50,BAPD,,NA,NA
310071,http://www.beazley.ox.ac.uk/record/1B61A3A2-EB84-48CA-A1D2-D16DF3D9BBF5,"Paris, Musee du Louvre E844",greece_central,athens,black-figure,amphora_neck,pointed nose group,NA,NA,-575,-525,50,BAPD,,NA,NA
310072,http://www.beazley.ox.ac.uk/record/85595A0F-3837-4C71-AFCA-559AC35080AE,"Rome, Mus. Naz. Etrusco di Villa Giulia M453  Rome, Mus. Naz. Etrusco di Villa Giulia 50631",greece_central,athens,black-figure,amphora_neck,castellani p,NA,NA,-575,-525,50,BAPD,,NA,NA
310076,http://www.beazley.ox.ac.uk/record/007280F2-7688-4524-A326-C1CC3BFA455F,"Paris, Musee du Louvre E846",greece_central,athens,black-figure,amphora_neck,fallow deer p,NA,NA,-575,-525,50,BAPD,,NA,NA
310078,http://www.beazley.ox.ac.uk/record/9A1E565B-482A-4B92-803A-EFF18E61FB29,"Rome, Musei Capitolini 21  Rome, Musei Capitolini 85",greece_central,athens,black-figure,amphora_neck,timiades p,NA,NA,-575,-525,50,BAPD,,NA,NA
310081,http://www.beazley.ox.ac.uk/record/23E6691C-F63D-4DBB-9F8D-85616A720A5D,"Paris, Musee du Louvre E835",greece_central,athens,black-figure,amphora_neck,tyrrhenian group,NA,NA,-575,-525,50,BAPD,,NA,NA
310083,http://www.beazley.ox.ac.uk/record/C83AACBB-DF66-4602-9551-4B38761C9957,"Paris, Musee du Louvre CP10503",greece_central,athens,black-figure,amphora_neck,fallow deer p,NA,NA,-575,-525,50,BAPD,,NA,NA
310086,http://www.beazley.ox.ac.uk/record/1DE91644-6CB6-4A08-9FC1-64E23548B57B,"Leipzig, Kunstgewerbemuseum PC53  Leiden, Rijksmuseum van Oudheden PC53",greece_central,athens,black-figure,amphora_neck,pointed nose group,NA,NA,-575,-525,50,BAPD,,"italy, etruria, vulci",NA
310087,http://www.beazley.ox.ac.uk/record/4FEEA825-EC8B-41F9-816B-399C3CB64A5E,"London, British Museum B47 ",greece_central,athens,black-figure,amphora_neck,tyrrhenian group,NA,NA,-575,-525,50,BAPD,,"italy, etruria, vulci",NA
310089,http://www.beazley.ox.ac.uk/record/B6A694F9-87C4-419D-A090-0BDCA02ECEB4,"Paris, Musee du Louvre E853 ",greece_central,athens,black-figure,amphora_neck,goltyr p,NA,NA,-575,-525,50,BAPD,,NA,NA
310090,http://www.beazley.ox.ac.uk/record/C25B1D17-A86B-456F-8940-6B8A024ABC54,"St. Louis (MO), Morton May, Market 13.26 ",greece_central,athens,black-figure,amphora_neck,goltyr p,NA,NA,-575,-525,50,BAPD,,NA,NA
310098,http://www.beazley.ox.ac.uk/record/6DDB8389-96B2-4E27-B31D-EA94E7B451AD,"Munich, Antikensammlungen 1431  Munich, Antikensammlungen 6451",greece_central,athens,black-figure,amphora_neck,tyrrhenian group,NA,NA,-575,-525,50,BAPD,,"italy, etruria, vulci",NA
310100,http://www.beazley.ox.ac.uk/record/D5A9E7E4-C64E-4D16-BC0C-49563720E4A3,"Meggen, Kappeli  Heidelberg, Ruprecht-Karls-Universitat 67.4  Rome, Market",greece_central,athens,black-figure,amphora_neck,timiades p,NA,NA,-575,-525,50,BAPD,,NA,NA
310101,http://www.beazley.ox.ac.uk/record/8E9F38FC-1211-4461-8D95-FB7BE212EDB5,"Montpellier, Societe Archeologique 149BIS  Montpellier, Societe Archeologique SA256",greece_central,athens,black-figure,amphora_neck,tyrrhenian group,NA,NA,-575,-525,50,BAPD,,"italy, etruria, vulci",NA
310108,http://www.beazley.ox.ac.uk/record/B16CF6ED-AC13-427F-97BD-F51A2B1A4E88,"Brussels, Musees Royaux A715",greece_central,athens,black-figure,amphora_neck,tyrrhenian group,NA,NA,-575,-525,50,BAPD,,NA,NA
310109,http://www.beazley.ox.ac.uk/record/FFE5F94C-2660-4060-BAF8-B6EA6F4179D5,"Paris, Musee du Louvre E837 ",greece_central,athens,black-figure,amphora_neck,timiades p,NA,NA,-575,-525,50,BAPD,,NA,NA
310111,http://www.beazley.ox.ac.uk/record/D8CD45F3-14C2-4BA6-A9E7-C2D2A283D662,"Paris, Musee du Louvre E842",greece_central,athens,black-figure,amphora_neck,castellani p,NA,NA,-575,-525,50,BAPD,,NA,NA
310120,http://www.beazley.ox.ac.uk/record/0A25CD65-943E-49AB-8B83-162A45DF0FCC,"Paris, Musee du Louvre E829 ",greece_central,athens,black-figure,amphora_neck,tyrrhenian group,NA,NA,-575,-525,50,BAPD,,NA,NA
310136,http://www.beazley.ox.ac.uk/record/519F34A3-CA5F-4FC7-8F3C-A4941CD0234D,"Kassel, Staatliche Museen Kassel, Antikensammlung T385",greece_central,athens,black-figure,amphora_neck,compare castellani p,NA,NA,-575,-525,50,BAPD,,"italy, etruria, cerveteri",NA
310138,http://www.beazley.ox.ac.uk/record/39DD180D-CCCE-4ADD-B13C-4DC4BA1A5B1A,"New York (NY), Metropolitan Museum 56.171.15  San Simeon (CA), Hearst Corporation",greece_central,athens,black-figure,amphora_neck,near tyrrhenian group,NA,NA,-575,-525,50,BAPD,,NA,NA
310142,http://www.beazley.ox.ac.uk/record/14D28524-1FA2-4C49-8195-799C07D1F5FF,"London, British Museum 1862.5-12.1  London, British Museum B25",greece_central,athens,black-figure,amphora_neck,near tyrrhenian group,NA,NA,-575,-525,50,BAPD,,"rhodes, camiros",NA
310143,http://www.beazley.ox.ac.uk/record/30F51FC3-D1C1-406B-A6CD-B8B6452EEA43,"London, British Museum 1836.2-24.218  London, British Museum B24",greece_central,athens,black-figure,amphora_neck,near tyrrhenian group,NA,NA,-575,-525,50,BAPD,,"italy, etruria, vulci",NA
310169,http://www.beazley.ox.ac.uk/record/BFFD0191-64E4-4D87-A972-B9E375393542,"Naples, Museo Archeologico Nazionale H2770  Naples, Museo Archeologico Nazionale 81292",greece_central,athens,black-figure,amphora_b,lydos,NA,NA,-575,-525,50,BAPD,,NA,NA
310172,http://www.beazley.ox.ac.uk/record/7E2CA6D8-ADC4-41BD-8C16-FD8E044B5CC2,"Taranto, Museo Archeologico Nazionale 4359  Taranto, Museo Archeologico Nazionale 164359",greece_central,athens,black-figure,amphora_b,lydos,NA,NA,-575,-525,50,BAPD,,"italy, taranto",NA
310174,http://www.beazley.ox.ac.uk/record/564999F2-882D-4E1E-908E-2467866101CF,"Nicosia, Cyprus Museum C440 ",greece_central,athens,black-figure,amphora_b,lydos,NA,NA,-575,-525,50,BAPD,,"cyprus, tamassos",NA
310175,http://www.beazley.ox.ac.uk/record/547E1710-9707-4090-8A5A-B9EB53560DEA,"London, British Museum B148  London, British Museum 1848.6-19.5",greece_central,athens,black-figure,amphora_psykter,lydos,NA,NA,-575,-525,50,BAPD,,NA,NA
310179,http://www.beazley.ox.ac.uk/record/7DFA96E0-1AD6-48B6-A88E-4FA33B29A638,"Florence, Museo Archeologico Etrusco 97779",greece-central,athens,black-figure,amphora_panathenaic,lydos,NA,NA,-575,-525,50,BAPD,NA,"italy, orvieto",NA
310232,http://www.beazley.ox.ac.uk/record/17C54CB3-39A8-4E8F-8D31-FBB2AC5DB50C,"Munich, Antikensammlungen 1435  Munich, Antikensammlungen J570",greece_central,athens,black-figure,amphora_neck,manner of lydos,NA,NA,-575,-525,50,BAPD,,"italy, etruria, vulci",NA
310244,http://www.beazley.ox.ac.uk/record/0F66E48D-F6C4-42CD-A0EC-7279F7B6DFA4,"Rome, Musei Capitolini 15  Rome, Musei Capitolini 8",greece_central,athens,black-figure,amphora_neck,near lydos,NA,NA,-575,-525,50,BAPD,,NA,NA
310251,http://www.beazley.ox.ac.uk/record/0101BFEE-1746-488C-A45A-64EAF7F94D21,"Munich, Antikensammlungen J688  Munich, Antikensammlungen 1364",greece_central,athens,black-figure,amphora_b,near lydos,NA,NA,-575,-525,50,BAPD,,"italy, etruria, vulci",NA
