"","id","accession_number","fabric_general_region","fabric_style","shape","attribution","painter_group","painter_subgroup","earliest_date","latest_date","height_cm","N_entries"
"878","230249",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"879","230250",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"880","230263",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"881","230266",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"882","230267",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"883","230273",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"884","230280",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"885","230287",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"886","230292",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"887","230293",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"888","230294",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"889","230303",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"890","230312",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"891","230315",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"892","230318",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"893","230320",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"894","230321",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"895","230323",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"896","230326",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"897","230331",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"898","230341",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"899","230343",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"900","230345",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"901","230383",NA,"athens","red-figure","pelike","near group g",NA,NA,-400,-300,NA,1
"902","230385",NA,"athens","red-figure","pelike","near group g",NA,NA,-400,-300,NA,1
"903","230392",NA,"athens","red-figure","pelike","herakles p",NA,NA,-400,-300,NA,1
"904","230393",NA,"athens","red-figure","pelike","herakles p",NA,NA,-400,-300,NA,1
"905","230394",NA,"athens","red-figure","pelike","herakles p",NA,NA,-400,-300,NA,1
"906","230396",NA,"athens","red-figure","pelike","pasithea p",NA,NA,-400,-300,NA,1
"907","230397",NA,"athens","red-figure","pelike","pasithea p",NA,NA,-400,-300,NA,1
"908","230398",NA,"athens","red-figure","pelike","pasithea p",NA,NA,-400,-300,NA,1
"909","230399",NA,"athens","red-figure","pelike","munich 2365, p of",NA,NA,-400,-300,NA,1
"910","230400",NA,"athens","red-figure","pelike","munich 2365, p of",NA,NA,-400,-300,NA,1
"911","230401",NA,"athens","red-figure","pelike","munich 2365, p of",NA,NA,-400,-300,NA,1
"912","230403",NA,"athens","red-figure","pelike","lion griffin, p of",NA,NA,-400,-300,NA,1
"913","230404",NA,"athens","red-figure","pelike","louvre mn 736, p of",NA,NA,-400,-300,NA,1
"914","230405",NA,"athens","red-figure","pelike","louvre mn 736, p of",NA,NA,-400,-300,NA,1
"915","230408",NA,"athens","red-figure","pelike","helbig reverse group",NA,NA,-400,-300,NA,1
"916","230409",NA,"athens","red-figure","pelike","helbig reverse group",NA,NA,-400,-300,NA,1
"917","230410",NA,"athens","red-figure","pelike","helbig reverse group",NA,NA,-400,-300,NA,1
"918","230411",NA,"athens","red-figure","pelike","helbig reverse group",NA,NA,-400,-300,NA,1
"919","230413",NA,"athens","red-figure","pelike","helbig reverse group",NA,NA,-400,-300,NA,1
"920","230414",NA,"athens","red-figure","pelike","helbig reverse group",NA,NA,-400,-300,NA,1
"921","230415",NA,"athens","red-figure","pelike","helbig reverse group",NA,NA,-400,-300,NA,1
"922","230416",NA,"athens","red-figure","pelike","compare helbig reverse group",NA,NA,-400,-300,NA,1
"923","230418",NA,"athens","red-figure","pelike","moscow 4302, group of",NA,NA,-400,-300,NA,1
"924","230422",NA,"athens","red-figure","pelike","marsyas p",NA,NA,-400,-300,NA,1
"925","230423",NA,"athens","red-figure","pelike","marsyas p",NA,NA,-400,-300,NA,1
"926","230431",NA,"athens","red-figure","pelike","eleusinian p",NA,NA,-400,-300,NA,1
"927","230434",NA,"athens","red-figure","pelike","athens 1472, p of",NA,NA,-400,-300,NA,1
"928","230435",NA,"athens","red-figure","pelike","athens 1472, p of",NA,NA,-400,-300,NA,1
"929","230436",NA,"athens","red-figure","pelike","athens 1472, p of",NA,NA,-400,-300,NA,1
"930","230437",NA,"athens","red-figure","pelike","athens 1472, p of",NA,NA,-400,-300,NA,1
"931","230441",NA,"athens","red-figure","pelike","close to athens 1472, p of",NA,NA,-400,-300,NA,1
"932","230443",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"933","230445",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"934","230447",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"935","230448",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"936","230451",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"937","230452",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"938","230453",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"939","230455",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"940","230456",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"941","230458",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"942","230459",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"943","230460",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"944","230463",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"945","230464",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"946","230465",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"947","230466",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"948","230467",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"949","230469",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"950","230470",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"951","230472",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"952","230474",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"953","230479",NA,"athens","red-figure","pelike","near amazon p",NA,NA,-400,-300,NA,1
"954","230480",NA,"athens","red-figure","pelike","amazon p",NA,NA,-400,-300,NA,1
"955","230482",NA,"athens","red-figure","pelike","mytilene 590, group of",NA,NA,-400,-300,NA,1
"956","230484",NA,"athens","red-figure","pelike","mytilene 590, group of",NA,NA,-400,-300,NA,1
"957","23074",NA,"athens","black-figure","amphora_b","horse head amphorae",NA,NA,-575,-525,NA,1
"958","23208",NA,"athens","red-figure","pelike",NA,NA,NA,-450,-400,NA,1
"959","23566",NA,"athens","black-figure","cup_a",NA,NA,NA,-550,-500,NA,1
"960","23657",NA,"athens","red-figure","pelike","compare perseus p",NA,NA,-475,-425,NA,1
"961","23901",NA,"athens","red-figure","pelike",NA,NA,NA,-500,-450,NA,1
"962","24434",NA,"athens","red-figure","pelike","bonn 2053, p of",NA,NA,-450,-400,NA,1
"963","24435",NA,"athens","red-figure","pelike","washing p",NA,NA,-450,-400,NA,1
"964","2460",NA,"athens","red-figure","pelike","pan p",NA,NA,-500,-450,NA,1
"965","24810",NA,"athens","red-figure","pelike","compare sabouroff p",NA,NA,-475,-425,NA,1
"966","24966",NA,"athens","black-figure","krater_column",NA,NA,NA,-550,-500,NA,1
"967","2503",NA,"athens","black-figure","cup_little_master_lip",NA,NA,NA,NA,NA,NA,1
"968","25060",NA,"athens","black-figure","cup_a",NA,NA,NA,-550,-500,NA,1
"969","25697",NA,"athens","black-figure","krater_column",NA,NA,NA,-525,-475,NA,1
"970","25778",NA,"athens","black-figure","krater_column",NA,NA,NA,-575,-525,NA,1
"971","2579",NA,"athens","black-figure","olpe",NA,NA,NA,-525,-475,NA,1
"972","260199",NA,"athens","red-figure","pelike","black-thyrsus p",NA,NA,-400,-300,NA,1
"973","2670",NA,"athens","red-figure","pelike",NA,NA,NA,-500,-450,NA,1
"974","275000","New York 63.11.6","athens","red-figure","amphora_a","Andokides_signed as potter","Andokides","Andokides",-525,-475,57.4,1
"975","275089",NA,"athens","black-figure","amphora_panathenaic","Kleophrades_p_manner",NA,NA,-525,-475,NA,1
"976","275118",NA,"athens","red-figure","pelike","eucharides p",NA,NA,-525,-475,NA,1
"977","275131",NA,"athens","red-figure","pelike","near goettingen, p of",NA,NA,-525,-475,NA,1
"978","275139",NA,"athens","red-figure","pelike","syleus p",NA,NA,-525,-475,NA,1
"979","275151",NA,"athens","red-figure","pelike","harrow p",NA,NA,-500,-450,NA,1
"980","275152",NA,"athens","red-figure","pelike","walters p",NA,NA,-500,-450,NA,1
"981","275156",NA,"athens","red-figure","pelike","geras p",NA,NA,-500,-450,NA,1
"982","275164",NA,"athens","red-figure","pelike","tyszkiewicz p",NA,NA,-500,-450,NA,1
"983","275276",NA,"athens","red-figure","pelike","pan p",NA,NA,-500,-450,NA,1
"984","275278",NA,"athens","red-figure","pelike","pan p",NA,NA,-500,-450,NA,1
"985","275293",NA,"athens","red-figure","pelike","manner of niobid p",NA,NA,-500,-450,NA,1
"986","275517",NA,"athens","red-figure","pelike","calliope p",NA,NA,-450,-400,NA,1
"987","275535",NA,"athens","red-figure","pelike","near louvre g 539, p of",NA,NA,-425,-375,NA,1
"988","275725",NA,"athens","red-figure","pelike","helbig reverse group",NA,NA,-400,-300,NA,1
"989","275751",NA,"athens","red-figure","pelike","oinanthe p",NA,NA,-500,-450,NA,1
"990","275939",NA,"athens","red-figure","pelike","triptolemos p",NA,NA,-500,-450,NA,1
"991","276107",NA,"athens","red-figure","pelike","naples p",NA,NA,-475,-425,NA,1
"992","2778",NA,"athens","black-figure","lekythos","Cock_group",NA,NA,NA,NA,NA,1
"993","2779",NA,"athens","black-figure","lekythos","Cock_group",NA,NA,NA,NA,NA,1
"994","2782",NA,"athens","black-figure","lekythos","Phanyllis_class",NA,NA,-525,-475,NA,1
"995","2785",NA,"athens","black-figure","lekythos","Hound_and_hare_group",NA,NA,-525,-475,NA,1
"996","2787",NA,"athens","black-figure","lekythos","Dolphin_class_manner",NA,NA,NA,NA,NA,1
"997","28",NA,"athens","black-figure","amphora_neck","Vatican_g_29_p",NA,NA,-525,-475,NA,1
"998","28006",NA,"athens","black-figure","alabastron",NA,NA,NA,-525,-475,NA,1
"999","28106",NA,"athens","red-figure","pelike",NA,NA,NA,-475,-425,NA,1
"1000","28771",NA,"athens","red-figure","pelike","group g",NA,NA,-400,-300,NA,1
"1001","28955",NA,"athens","red-figure","pelike","berlin p",NA,NA,-500,-450,NA,1
"1002","29151",NA,"athens","red-figure","pelike","munich 2365, p of",NA,NA,-425,-375,NA,1
"1003","2964",NA,"athens","black-figure","lekythos","Haimon_p_group",NA,NA,-500,-450,NA,1
"1004","2967",NA,"athens","black-figure","lekythos","Haimon_p_group",NA,NA,NA,NA,NA,1
"1005","2971",NA,"athens","black-figure","lekythos","Haimon_p_group",NA,NA,NA,NA,NA,1
"1006","29765",NA,"athens","black-figure","plemochoe_b",NA,NA,NA,-500,-450,NA,1
"1007","29783",NA,"athens","red-figure","pelike",NA,NA,NA,-475,-400,NA,1
"1008","2982",NA,"athens","black-figure","lekythos","Haimon_p_group",NA,NA,NA,NA,NA,1
"1009","2985",NA,"athens","black-figure","oinochoe","Sevres_100_p",NA,NA,-525,-475,NA,1
"1010","2987",NA,"athens","black-figure","oinochoe",NA,NA,NA,-525,-475,NA,1
"1011","29876",NA,"athens","red-figure","pelike","compare nikias p",NA,NA,-450,-400,NA,1
"1012","2992",NA,"athens","black-figure","olpe",NA,NA,NA,-525,-475,NA,1
"1013","2994",NA,"athens","black-figure","olpe",NA,NA,NA,-525,-475,NA,1
"1014","300188",NA,"athens","black-figure","amphora_b","Horse_head_amphorae",NA,NA,-600,-550,NA,1
"1015","300637",NA,"athens","black-figure","lekythos","Sandal_p",NA,NA,-575,-525,NA,1
"1016","300640",NA,"athens","black-figure","lekythos","Sandal_p_compare",NA,NA,-575,-525,NA,1
"1017","300820",NA,"athens","black-figure","loutrophoros","near london b 76, p of",NA,NA,-575,-525,NA,1
"1018","301038","Louvre F55","athens","black-figure","amphora_b","E_group","E_group_&_co","E_group",-575,-525,42.05,1
"1019","301054","Munich 1397","athens","black-figure","amphora_b","E_group","E_group_&_co","E_group",-575,-525,43.5,1
"1020","301457","Oxford 1965.131","athens","black-figure","amphora_b","Berlin_1686_p_recalls","Berlin_1686_p_&_co","Berlin_1686_p_related",-550,-500,32.4,1
"1021","301593","Munich 1410","athens","black-figure","amphora_a","Munich_1410_p","Munich_1410_p","Munich_1410_p",-550,-500,50.4,1
"1022","301599",NA,"athens","black-figure","hydria","Munich_1410_p",NA,NA,-550,-500,NA,1
"1023","301724",NA,"athens","black-figure","hydria","Euphiletos_p",NA,NA,-550,-500,NA,1
"1024","30178",NA,"athens","red-figure","pelike",NA,NA,NA,-475,-425,NA,1
"1025","301859",NA,"athens","black-figure","pelike","near rycroft p",NA,NA,-550,-500,NA,1
"1026","301876",NA,"athens","black-figure","pelike","vogell pelike, painter of the",NA,NA,-550,-500,NA,1
"1027","301908",NA,"athens","black-figure","stamnos","Michigan_p",NA,NA,-550,-500,NA,1
"1028","301918",NA,"athens","black-figure","stamnos","Beaune_p",NA,NA,-550,-500,NA,1
"1029","301925",NA,"athens","black-figure","cup_kantharos","Perizoma_group",NA,NA,-550,-500,NA,1
"1030","301926",NA,"athens","black-figure","cup_kantharos","Perizoma_group",NA,NA,-550,-500,NA,1
"1031","301928",NA,"athens","black-figure","cup_kantharos","Perizoma_group",NA,NA,-550,-500,NA,1
"1032","301934",NA,"athens","black-figure","cup_kantharos","One_handled_kantharoi_class",NA,NA,-550,-500,NA,1
"1033","301951",NA,"athens","black-figure","plemochoe_a","Lysiades_potter",NA,NA,-550,-500,NA,1
"1034","301958",NA,"athens","black-figure","plemochoe_b","Lysiades_potter",NA,NA,-550,-500,NA,1
"1035","301962",NA,"athens","black-figure","plemochoe_b","Lysiades_potter",NA,NA,-550,-500,NA,1
"1036","301973",NA,"athens","black-figure","plemochoe_b","Lysiades_potter",NA,NA,-550,-500,NA,1
"1037","302215",NA,"athens","black-figure","pelike","antiope group",NA,NA,-550,-500,NA,1
"1038","302216","New York 1999.30A,B","athens","black-figure","amphora_b","Andokides_signed","Andokides","Andokides",-550,-500,24.9,1
"1039","30222",NA,"athens","red-figure","pelike",NA,NA,NA,-475,-425,NA,1
"1040","302220","Oxford 1965.100","athens","black-figure","amphora_a","Lysippides_p","Lysippides_p_&_co","Lysippides_p",-550,-500,42.95,1
"1041","302224","London B211_1851,0806.15","athens","black-figure","amphora_neck","Lysippides_p","Lysippides_p_&_co","Lysippides_p",-550,-500,46.7,1
"1042","302225","Oxford 208","athens","black-figure","amphora_neck","Lysippides_p","Lysippides_p_&_co","Lysippides_p",-550,-500,48.2,1
"1043","302226",NA,"athens","black-figure","amphora_neck","Lysippides_p",NA,NA,-550,-500,NA,1
"1044","302227","Zurich Univ ETH7","athens","black-figure","amphora_neck","Lysippides_p","Lysippides_p_&_co","Lysippides_p",-550,-500,49.3,1
"1045","302236","Cleveland 27.433","athens","black-figure","amphora_b","Lysippides_p_manner","Lysippides_p_&_co","Lysippides_p_related",-550,-500,49.3,1
"1046","302239","Munich 1391","athens","black-figure","amphora_b","Lysippides_p_manner","Lysippides_p_&_co","Lysippides_p_related",-550,-500,40.8,1
"1047","302242","Wurzburg L267","athens","black-figure","amphora_a","Lysippides_p_manner","Lysippides_p_&_co","Lysippides_p_related",-550,-500,57.5,1
"1048","302245","London B245_1836,0224.7","athens","black-figure","amphora_neck","Lysippides_p_manner","Lysippides_p_&_co","Lysippides_p_related",-550,-500,37.2,1
"1049","302246","Wurzburg L184","athens","black-figure","amphora_neck","Lysippides_p_manner","Lysippides_p_&_co","Lysippides_p_related",-550,-500,36.8,1
"1050","302247","Louvre F59","athens","black-figure","amphora_neck","Lysippides_p_manner","Lysippides_p_&_co","Lysippides_p_related",-550,-500,48.65,1
"1051","302249","Cambridge Fitz GR27.1864.48","athens","black-figure","amphora_neck","Lysippides_p_manner","Lysippides_p_&_co","Lysippides_p_related",-550,-500,30.3,1
"1052","302250","Munich SL458","athens","black-figure","amphora_neck","Lysippides_p_manner","Lysippides_p_&_co","Lysippides_p_related",-550,-500,44.8,1
"1053","302253","Toronto 919.5.141","athens","black-figure","amphora_neck","Lysippides_p_manner","Lysippides_p_&_co","Lysippides_p_related",-550,-500,44,1
"1054","302255","Wurzburg L192","athens","black-figure","amphora_neck","Lysippides_p_manner","Lysippides_p_&_co","Lysippides_p_related",-550,-500,41.4,1
"1055","302284","Munich 1523","athens","black-figure","amphora_neck","Lysippides_p_akin_to","Lysippides_p_&_co","Lysippides_p_related",-550,-500,34.55,1
"1056","302285","Munich 1502A","athens","black-figure","amphora_neck","Lysippides_p_akin_to","Lysippides_p_&_co","Lysippides_p_related",-550,-500,34.65,1
"1057","302286","Munich 1483","athens","black-figure","amphora_neck","Lysippides_p_akin_to","Lysippides_p_&_co","Lysippides_p_related",-550,-500,37,1
"1058","302287","Munich 1485","athens","black-figure","amphora_neck","Lysippides_p_akin_to","Lysippides_p_&_co","Lysippides_p_related",-550,-500,31.05,1
"1059","302288","Cambridge Fitz GR31.1864","athens","black-figure","amphora_neck","Lysippides_p_akin_to","Lysippides_p_&_co","Lysippides_p_related",-550,-500,41.5,1
"1060","302303",NA,"athens","black-figure","pelike","leagros group",NA,NA,-550,-500,NA,1
"1061","302304",NA,"athens","black-figure","pelike","leagros group",NA,NA,-550,-500,NA,1
"1062","30246",NA,"athens","red-figure","pelike","kerch",NA,NA,-400,-300,NA,1
"1063","30250",NA,"athens","red-figure","pelike","kerch",NA,NA,-400,-300,NA,1
"1064","302610",NA,"athens","black-figure","cup_droop","Kallis_p",NA,NA,-575,-525,NA,1
"1065","302765",NA,"athens","black-figure","amphora_neck_nikosthenic","N_p",NA,NA,-550,-500,NA,1
"1066","302776",NA,"athens","black-figure","amphora_neck_nikosthenic","N_p",NA,NA,-550,-500,NA,1
"1067","302777",NA,"athens","black-figure","amphora_neck_nikosthenic","N_p",NA,NA,-550,-500,NA,1
"1068","302781",NA,"athens","black-figure","amphora_neck_nikosthenic","N_p",NA,NA,-550,-500,NA,1
"1069","302784",NA,"athens","black-figure","amphora_neck_nikosthenic","N_p",NA,NA,-550,-500,NA,1
"1070","302785",NA,"athens","black-figure","amphora_neck_nikosthenic","N_p",NA,NA,-550,-500,NA,1
"1071","302787",NA,"athens","black-figure","amphora_neck_nikosthenic","N_p",NA,NA,-550,-500,NA,1
"1072","302788",NA,"athens","black-figure","amphora_neck_nikosthenic","N_p",NA,NA,-550,-500,NA,1
"1073","302789",NA,"athens","black-figure","amphora_neck_nikosthenic","N_p",NA,NA,-550,-500,NA,1
"1074","302792",NA,"athens","black-figure","amphora_neck_nikosthenic","N_p",NA,NA,-550,-500,NA,1
"1075","302862",NA,"athens","black-figure","amphora_b","Acheloos_p",NA,NA,-550,-500,NA,1
"1076","302864",NA,"athens","black-figure","pelike","acheloos p",NA,NA,-550,-500,NA,1
"1077","302865",NA,"athens","black-figure","pelike","acheloos p",NA,NA,-550,-500,NA,1
"1078","302888",NA,"athens","black-figure","pelike","near acheloos p",NA,NA,-550,-500,NA,1
"1079","302889",NA,"athens","black-figure","pelike","near acheloos p",NA,NA,-550,-500,NA,1
"1080","302901",NA,"athens","black-figure","stamnos","Louvre_f_314_group",NA,NA,-550,-500,NA,1
"1081","302924","Wurzburg L211","athens","black-figure","amphora_neck","Nikoxenos_p","Nikoxenos_p","Nikoxenos_p",-550,-500,42.2,1
"1082","302930",NA,"athens","black-figure","pelike","nikoxenos p",NA,NA,-550,-500,NA,1
"1083","302966",NA,"athens","black-figure","amphora_panathenaic","Eucharides_p",NA,NA,-550,-500,NA,1
"1084","302990",NA,"athens","black-figure","pelike","eucharides p",NA,NA,-550,-500,NA,1
"1085","302992",NA,"athens","black-figure","pelike","eucharides p",NA,NA,-550,-500,NA,1
"1086","302994",NA,"athens","black-figure","pelike","eucharides p",NA,NA,-550,-500,NA,1
"1087","303035",NA,"athens","black-figure","amphora_panathenaic","Copenhagen_99_group",NA,NA,-550,-500,NA,1
"1088","303087",NA,"athens","black-figure","amphora_panathenaic","Berlin_p",NA,NA,-525,-475,NA,1
"1089","303149",NA,"athens","black-figure","amphora_panathenaic","Nikomachos_series",NA,NA,-400,-300,NA,1
"1090","303150",NA,"athens","black-figure","amphora_panathenaic","Nikomachos_series",NA,NA,-400,-300,NA,1
"1091","303151",NA,"athens","black-figure","amphora_panathenaic","Nikomachos_series",NA,NA,-400,-300,NA,1
"1092","303153",NA,"athens","black-figure","amphora_panathenaic","Nikomachos_series",NA,NA,-400,-300,NA,1
"1093","303155",NA,"athens","black-figure","amphora_panathenaic","Nikomachos_series",NA,NA,-400,-300,NA,1
"1094","303157",NA,"athens","black-figure","amphora_panathenaic","Nikomachos_series",NA,NA,-400,-300,NA,1
"1095","303161",NA,"athens","black-figure","amphora_panathenaic","Nikomachos_series",NA,NA,-500,-450,NA,1
"1096","303165",NA,"athens","black-figure","amphora_panathenaic","Nikomachos_series_recalls",NA,NA,-400,-300,NA,1
"1097","303166",NA,"athens","black-figure","amphora_panathenaic","Hobble_group",NA,NA,-400,-300,NA,1
"1098","303167",NA,"athens","black-figure","amphora_panathenaic","Hobble_group",NA,NA,-400,-300,NA,1
"1099","303359",NA,"athens","black-figure","chous","Gela_p",NA,NA,-550,-500,NA,1
"1100","30367",NA,"athens","red-figure","loutrophoros",NA,NA,NA,-400,-300,NA,1
"1101","305143",NA,"athens","black-figure","lekanis","Polos_p",NA,NA,-600,-550,NA,1
"1102","305144",NA,"athens","black-figure","lekanis","Polos_p",NA,NA,-600,-550,NA,1
"1103","305146",NA,"athens","black-figure","lekanis","Polos_p",NA,NA,-600,-550,NA,1
"1104","3055",NA,"athens","black-figure","olpe","Half_palmettes_p",NA,NA,-500,-450,NA,1
"1105","30552",NA,"athens","red-figure","pelike",NA,NA,NA,-400,-300,NA,1
"1106","306058",NA,"athens","black-figure","pelike","red-line p",NA,NA,-525,-475,NA,1
"1107","306100",NA,"athens","black-figure","pelike","near red-line p",NA,NA,-525,-475,NA,1
"1108","306102",NA,"athens","black-figure","pelike","rhodes pelike, p of the",NA,NA,-525,-475,NA,1
"1109","306160",NA,"athens","black-figure","kyathos","Vatican_g_57_group_of",NA,NA,-525,-475,NA,1
"1110","306205",NA,"athens","black-figure","pyxis","Oxford_lid_group",NA,NA,-575,-525,NA,1
"1111","306556","Rouen 20","athens","black-figure","amphora_neck","London_B145_group","E_group_&_co","E_group_related",-575,-525,42.2,1
"1112","306617",NA,"athens","black-figure","plemochoe_a",NA,NA,NA,-550,-500,NA,1
"1113","306630",NA,"athens","black-figure","stamnos","Louvre_f_314_group",NA,NA,-550,-500,NA,1
"1114","30667",NA,"athens","red-figure","pelike",NA,NA,NA,-400,-300,NA,1
"1115","310045",NA,"athens","black-figure","amphora_neck","Timiades p",NA,NA,-575,-525,NA,1
"1116","310294","Munich 1380","athens","black-figure","amphora_b","E_group","E_group_&_co","E_group",-575,-525,50,1
"1117","310299","Munich 1396","athens","black-figure","amphora_b","E_group","E_group_&_co","E_group",-575,-525,42.8,1
"1118","310302","Munich 1394","athens","black-figure","amphora_b","E_group","E_group_&_co","E_group",-575,-525,34.5,1
"1119","310303","Louvre F32","athens","black-figure","amphora_b","E_group","E_group_&_co","E_group",-575,-525,40.95,1
"1120","310304","London B147_1839,1109.1","athens","black-figure","amphora_b","E_group","E_group_&_co","E_group",-575,-525,41,1
"1121","310308","Wurzburg L250","athens","black-figure","amphora_b","E_group","E_group_&_co","E_group",-575,-525,40.2,1
"1122","310309","Louvre F53","athens","black-figure","amphora_b","Exekias_signed_as_potter","Exekias_&_co","Exekias",-575,-525,44.35,1
"1123","310315","London B205_1842,0314.3","athens","black-figure","amphora_a","E_group","E_group_&_co","E_group",-575,-525,46.5,1
"1124","310316","London B194_1836,0224.103","athens","black-figure","amphora_a","E_group","E_group_&_co","E_group",-575,-525,41.05,1
"1125","310319","Oxford 1965.135","athens","black-figure","amphora_neck","E_group","E_group_&_co","E_group",-575,-525,36.5,1
"1126","310320","Munich 1471","athens","black-figure","amphora_neck","E_group","E_group_&_co","E_group",-575,-525,35.65,1
"1127","310321","New York 56.171.61","athens","black-figure","amphora_neck","E_group","E_group_&_co","E_group",-575,-525,37.3,1
"1128","310322","Berlin F1716","athens","black-figure","amphora_neck","E_group","E_group_&_co","E_group",-575,-525,35.8,1
"1129","310323","Tarquinia RC1550","athens","black-figure","amphora_neck","E_group","E_group_&_co","E_group",-575,-525,31.4,1
"1130","310342","London B231_1843,1103.80","athens","black-figure","amphora_neck","E_group_near","E_group_&_co","E_group_related",-575,-525,39.6,1
"1131","310348","London B145_1842,0517.2","athens","black-figure","amphora_neck","London_B145_group","E_group_&_co","E_group_related",-575,-525,31.7,1
"1132","310349","London B251_1842,0517.1","athens","black-figure","amphora_neck","London_B145_group","E_group_&_co","E_group_related",-575,-525,35.7,1
"1133","310351","Berlin F1719","athens","black-figure","amphora_neck","London_B145_group","E_group_&_co","E_group_related",-575,-525,33.1,1
"1134","310352","Vatican 16589_350","athens","black-figure","amphora_b","Vatican_mourner_p","E_group_&_co","E_group_related",-575,-525,44.2,1
"1135","310353","Boston 1970.8","athens","black-figure","amphora_b","Vatican_mourner_p","E_group_&_co","E_group_related",-575,-525,43.4,1
"1136","310360","Munich 8431_1388","athens","black-figure","amphora_b","Vatican_mourner_p_compare","E_group_&_co","E_group_related",-575,-525,42.4,1
"1137","310361","London B174_1868,0610.2","athens","black-figure","amphora_b","London_B145_group","E_group_&_co","E_group_related",-575,-525,43.1,1
"1138","310363","Louvre F33","athens","black-figure","amphora_b","London_B145_group","E_group_&_co","E_group_related",-575,-525,41.8,1
"1139","310367","Berlin F1717","athens","black-figure","amphora_neck","London_B145_group","E_group_&_co","E_group_related",-575,-525,39.8,1
"1140","310368","London B214_1843,1103.19","athens","black-figure","amphora_neck","London_B145_group","E_group_&_co","E_group_related",-575,-525,41.7,1
"1141","310369","Cambridge GR10.1932","athens","black-figure","amphora_b","Towry_whyte_p","E_group_&_co","E_group_related",-575,-525,42,1
"1142","310371","London B168_1836,0224.42","athens","black-figure","amphora_b","Towry_whyte_p","E_group_&_co","E_group_related",-575,-525,41.3,1
"1143","310372","Manchester 1885.21,AA45","athens","black-figure","amphora_b","Towry_whyte_p","E_group_&_co","E_group_related",-575,-525,40.5,1
"1144","310373","Munich 1381","athens","black-figure","amphora_b","Towry_whyte_p","E_group_&_co","E_group_related",-575,-525,50.5,1
"1145","310374","Wurzburg L263","athens","black-figure","amphora_a","Towry_whyte_p","E_group_&_co","E_group_related",-575,-525,43.3,1
"1146","310375","Vatican 357_17709","athens","black-figure","amphora_neck","Towry_whyte_p","E_group_&_co","E_group_related",-575,-525,36.25,1
"1147","310376","Louvre F36bis","athens","black-figure","amphora_neck","Towry_whyte_p","E_group_&_co","E_group_related",-575,-525,33.7,1
